170710_1310,1,globals,Period,NumPeriods,RepeatTreatment,Endowment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170710_1310,1,globals,1,1,0,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170710_1310,1,subjects,Period,Subject,Group,Profit,TotalProfit,Participate,Proposer,Offer,OfferOther,r1,r2,Random,RandomOther,TimeOKInitialInfoOK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170710_1310,4,masterfile,3,10,10,3,12,-1,1,-1,1147.5,8,1200,1200,120,120,0,-1,1,0,270,67.5,-1,8,4,600,1,400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3.333333333,-1,-1,-1,,,,
170710_1310,4,masterfile,3,10,10,3,13,-1,3,-1,1267.5,9,1350,1350,135,135,0,-1,0,0,210,52.5,-1,9,8,100,0,400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,-1,-1,-1,,,,
170710_1310,4,masterfile,3,10,10,3,14,-1,2,-1,2460,16,2400,0,0,0,1,-1,0,0,240,60,-1,16,8,900,1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1.333333333,-1,-1,-1,,,,
170710_1310,4,masterfile,3,10,10,3,15,-1,3,-1,2452.5,16,2400,0,0,0,1,-1,0,0,210,52.5,-1,16,3,500,0,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,,,,
170710_1310,4,masterfile,3,10,10,3,16,-1,2,-1,60,0,0,0,0,0,0,-1,0,0,240,60,-1,0,4,400,0,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,-1,-1,-1,,,,
170710_1310,4,masterfile,4,10,10,4,1,-1,4,-1,2038.75,13,1950,0,0,0,1,-1,0,0,355,88.75,-1,13,5,900,1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,,,,
170710_1310,4,masterfile,4,10,10,4,2,-1,1,-1,1373.625,9,1350,135,13.5,13.5,1,-1,0,0,148.5,37.125,-1,9,6,600,1,400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,3.333333333,-1,-1,-1,,,,
170710_1310,4,masterfile,4,10,10,4,3,-1,3,-1,1155,8,1200,900,90,90,1,-1,0,0,180,45,-1,8,2,600,1,400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2.333333333,-1,-1,-1,,,,
170710_1310,4,masterfile,4,10,10,4,4,-1,4,-1,2113.75,15,2250,2250,225,225,0,-1,0,0,355,88.75,-1,15,1,500,0,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,-1,-1,-1,,,,
170710_1310,4,masterfile,4,10,10,4,5,-1,1,-1,1252.125,9,1350,1350,135,135,0,-1,0,0,148.5,37.125,-1,9,2,400,0,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,3.666666667,-1,-1,-1,,,,
170710_1310,4,masterfile,4,10,10,4,6,-1,3,-1,1395,9,1350,0,0,0,1,-1,0,0,180,45,-1,9,6,400,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,-1,-1,-1,,,,
170710_1310,4,masterfile,4,10,10,4,7,-1,2,-1,1211.65,8,1200,600,60,60,1,-1,0,0,286.6,71.65,-1,8,3,500,1,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2.666666667,-1,-1,-1,,,,
170710_1310,4,masterfile,4,10,10,4,8,-1,4,-1,898.75,6,900,900,90,90,0,-1,0,0,355,88.75,-1,6,1,500,1,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2.333333333,-1,-1,-1,,,,
170710_1310,4,masterfile,4,10,10,4,9,-1,4,-1,1098.75,7,1050,400,40,40,1,-1,0,0,355,88.75,-1,7,7,500,0,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,-1,-1,-1,,,,
170710_1310,4,masterfile,4,10,10,4,10,-1,1,-1,2287.125,15,2250,0,0,0,1,-1,0,0,148.5,37.125,-1,15,7,500,1,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,,,,
170710_1310,4,masterfile,4,10,10,4,11,-1,2,-1,1855.05,13,1950,1666,166.6,166.6,1,-1,0,0,286.6,71.65,-1,13,5,100,0,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1.666666667,-1,-1,-1,,,,
170710_1310,4,masterfile,4,10,10,4,12,-1,1,-1,1087.125,7,1050,0,0,0,1,-1,0,0,148.5,37.125,-1,7,4,600,1,400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3.333333333,-1,-1,-1,,,,
170710_1310,4,masterfile,4,10,10,4,13,-1,3,-1,855,6,900,900,90,90,0,-1,0,0,180,45,-1,6,8,100,0,400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,-1,-1,-1,,,,
170710_1310,4,masterfile,4,10,10,4,14,-1,2,-1,2471.65,16,2400,0,0,0,1,-1,0,0,286.6,71.65,-1,16,8,900,1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1.333333333,-1,-1,-1,,,,
170710_1310,4,masterfile,4,10,10,4,15,-1,3,-1,2595,17,2550,0,0,0,1,-1,0,0,180,45,-1,17,3,500,0,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,,,,
170710_1310,4,masterfile,4,10,10,4,16,-1,2,-1,611.65,4,600,600,60,60,0,-1,0,0,286.6,71.65,-1,4,4,400,0,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,-1,-1,-1,,,,
170710_1310,4,masterfile,5,10,10,5,1,-1,4,-1,2082.5,13,1950,0,0,0,1,-1,0,0,530,132.5,-1,13,5,900,1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,,,,
170710_1310,4,masterfile,5,10,10,5,2,-1,1,-1,1816.5,12,1800,180,18,18,1,-1,0,0,138,34.5,-1,12,6,600,1,400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,3.333333333,-1,-1,-1,,,,
170710_1310,4,masterfile,5,10,10,5,3,-1,3,-1,832.5,7,1050,600,60,330,1,-1,1,225,450,112.5,-1,7,2,600,1,400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2.333333333,-1,-1,-1,,,,
170710_1310,4,masterfile,5,10,10,5,4,-1,4,-1,2022.5,14,2100,2100,210,210,0,-1,0,0,530,132.5,-1,14,1,500,0,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,-1,-1,-1,,,,
170710_1310,4,masterfile,5,10,10,5,5,-1,1,-1,1114.5,8,1200,1200,120,120,0,-1,1,0,138,34.5,-1,8,2,400,0,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,3.666666667,-1,-1,-1,,,,
170710_1310,4,masterfile,5,10,10,5,6,-1,3,-1,1762.5,11,1650,0,0,0,1,-1,0,0,450,112.5,-1,11,6,400,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,-1,-1,-1,,,,
170710_1310,4,masterfile,5,10,10,5,7,-1,2,-1,1498.25,10,1500,900,90,90,1,-1,0,0,353,88.25,-1,10,3,500,1,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2.666666667,-1,-1,-1,,,,
170710_1310,4,masterfile,5,10,10,5,8,-1,4,-1,1062.5,8,1200,900,90,270,1,-1,1,150,530,132.5,-1,8,1,500,1,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2.333333333,-1,-1,-1,,,,
170710_1310,4,masterfile,5,10,10,5,9,-1,4,-1,1432.5,9,1350,500,50,50,1,-1,0,0,530,132.5,-1,9,7,500,0,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,-1,-1,-1,,,,
170710_1310,4,masterfile,5,10,10,5,10,-1,1,-1,2434.5,16,2400,0,0,0,1,-1,0,0,138,34.5,-1,16,7,500,1,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,,,,
170710_1310,4,masterfile,5,10,10,5,11,-1,2,-1,1438.25,10,1500,1500,150,150,0,-1,0,0,353,88.25,-1,10,5,100,0,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1.666666667,-1,-1,-1,,,,
170710_1310,4,masterfile,5,10,10,5,12,-1,1,-1,1234.5,8,1200,0,0,0,1,-1,0,0,138,34.5,-1,8,4,600,1,400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3.333333333,-1,-1,-1,,,,
170710_1310,4,masterfile,5,10,10,5,13,-1,3,-1,1192.5,8,1200,1200,120,120,0,-1,0,0,450,112.5,-1,8,8,100,0,400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,-1,-1,-1,,,,
170710_1310,4,masterfile,5,10,10,5,14,-1,2,-1,2388.25,16,2400,1000,100,100,1,-1,0,0,353,88.25,-1,16,8,900,1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1.333333333,-1,-1,-1,,,,
170710_1310,4,masterfile,5,10,10,5,15,-1,3,-1,2512.5,16,2400,0,0,0,1,-1,0,0,450,112.5,-1,16,3,500,0,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,,,,
170710_1310,4,masterfile,5,10,10,5,16,-1,2,-1,225.25,1,150,130,13,13,1,-1,0,0,353,88.25,-1,1,4,400,0,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,-1,-1,-1,,,,
170710_1310,4,masterfile,6,10,10,6,1,-1,4,-1,1893.75,12,1800,0,0,0,1,-1,0,0,375,93.75,-1,12,5,900,1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,,,,
170710_1310,4,masterfile,6,10,10,6,2,-1,1,-1,1667.625,11,1650,165,16.5,16.5,1,-1,0,0,136.5,34.125,-1,11,6,600,1,400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,3.333333333,-1,-1,-1,,,,
170710_1310,4,masterfile,6,10,10,6,3,-1,3,-1,1687.5,11,1650,750,75,75,1,-1,0,0,450,112.5,-1,11,2,600,1,400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2.333333333,-1,-1,-1,,,,
170710_1310,4,masterfile,6,10,10,6,4,-1,4,-1,2388.75,17,2550,2550,255,255,0,-1,1,0,375,93.75,-1,17,1,500,0,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,-1,-1,-1,,,,
170710_1310,4,masterfile,6,10,10,6,5,-1,1,-1,1114.125,8,1200,1200,120,120,0,-1,0,0,136.5,34.125,-1,8,2,400,0,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,3.666666667,-1,-1,-1,,,,
170710_1310,4,masterfile,6,10,10,6,6,-1,3,-1,1612.5,10,1500,0,0,0,1,-1,0,0,450,112.5,-1,10,6,400,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,-1,-1,-1,,,,
170710_1310,4,masterfile,6,10,10,6,7,-1,2,-1,1563.9,11,1650,1350,135,135,1,-1,0,0,195.6,48.9,-1,11,3,500,1,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2.666666667,-1,-1,-1,,,,
170710_1310,4,masterfile,6,10,10,6,8,-1,4,-1,933.75,6,900,600,60,60,1,-1,0,0,375,93.75,-1,6,1,500,1,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2.333333333,-1,-1,-1,,,,
170710_1310,4,masterfile,6,10,10,6,9,-1,4,-1,1233.75,8,1200,600,60,60,1,-1,0,0,375,93.75,-1,8,7,500,0,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,-1,-1,-1,,,,
170710_1310,4,masterfile,6,10,10,6,10,-1,1,-1,2884.125,19,2850,0,0,0,1,-1,0,0,136.5,34.125,-1,19,7,500,1,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,,,,
170710_1310,4,masterfile,6,10,10,6,11,-1,2,-1,2148.3,14,2100,6,0.6,0.6,1,-1,0,0,195.6,48.9,-1,14,5,100,0,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1.666666667,-1,-1,-1,,,,
170710_1310,4,masterfile,6,10,10,6,12,-1,1,-1,1984.125,13,1950,0,0,0,1,-1,0,0,136.5,34.125,-1,13,4,600,1,400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3.333333333,-1,-1,-1,,,,
170710_1310,4,masterfile,6,10,10,6,13,-1,3,-1,1327.5,9,1350,1350,135,135,0,-1,0,0,450,112.5,-1,9,8,100,0,400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,-1,-1,-1,,,,
170710_1310,4,masterfile,6,10,10,6,14,-1,2,-1,2298.9,15,2250,0,0,0,1,-1,0,0,195.6,48.9,-1,15,8,900,1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1.333333333,-1,-1,-1,,,,
170710_1310,4,masterfile,6,10,10,6,15,-1,3,-1,2272.5,16,2400,2400,240,240,0,-1,0,0,450,112.5,-1,16,3,500,0,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,,,,
170710_1310,4,masterfile,6,10,10,6,16,-1,2,-1,588.9,4,600,600,60,60,0,-1,1,0,195.6,48.9,-1,4,4,400,0,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,-1,-1,-1,,,,
170710_1310,4,masterfile,7,10,10,7,1,-1,4,-1,2152.75,14,2100,0,0,0,1,-1,0,0,211,52.75,-1,14,5,900,1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,,,,
170710_1310,4,masterfile,7,10,10,7,2,-1,1,-1,1366.125,9,1350,135,13.5,13.5,1,-1,0,0,118.5,29.625,-1,9,6,600,1,400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,3.333333333,-1,-1,-1,,,,
170710_1310,4,masterfile,7,10,10,7,3,-1,3,-1,1481.25,10,1500,600,60,60,1,-1,0,0,165,41.25,-1,10,2,600,1,400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2.333333333,-1,-1,-1,,,,
170710_1310,4,masterfile,7,10,10,7,4,-1,4,-1,1602.75,11,1650,1000,100,100,1,-1,0,0,211,52.75,-1,11,1,500,0,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,-1,-1,-1,,,,
170710_1310,4,masterfile,7,10,10,7,5,-1,1,-1,974.625,7,1050,1050,105,105,0,-1,0,0,118.5,29.625,-1,7,2,400,0,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,3.666666667,-1,-1,-1,,,,
170710_1310,4,masterfile,7,10,10,7,6,-1,3,-1,1241.25,8,1200,0,0,0,1,-1,0,0,165,41.25,-1,8,6,400,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,-1,-1,-1,,,,
170710_1310,4,masterfile,7,10,10,7,7,-1,2,-1,1588.95,11,1650,1200,120,120,1,-1,0,0,235.8,58.95,-1,11,3,500,1,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2.666666667,-1,-1,-1,,,,
170710_1310,4,masterfile,7,10,10,7,8,-1,4,-1,1297.75,9,1350,1050,105,105,1,-1,0,0,211,52.75,-1,9,1,500,1,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2.333333333,-1,-1,-1,,,,
170710_1310,4,masterfile,7,10,10,7,9,-1,4,-1,1546.75,10,1500,60,6,6,1,-1,0,0,211,52.75,-1,10,7,500,0,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,-1,-1,-1,,,,
170710_1310,4,masterfile,7,10,10,7,10,-1,1,-1,2729.625,18,2700,0,0,0,1,-1,0,0,118.5,29.625,-1,18,7,500,1,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,,,,
170710_1310,4,masterfile,7,10,10,7,11,-1,2,-1,2158.15,14,2100,8,0.8,0.8,1,-1,0,0,235.8,58.95,-1,14,5,100,0,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1.666666667,-1,-1,-1,,,,
170710_1310,4,masterfile,7,10,10,7,12,-1,1,-1,1829.625,12,1800,0,0,0,1,-1,0,0,118.5,29.625,-1,12,4,600,1,400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3.333333333,-1,-1,-1,,,,
170710_1310,4,masterfile,7,10,10,7,13,-1,3,-1,986.25,7,1050,1050,105,105,0,-1,0,0,165,41.25,-1,7,8,100,0,400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,-1,-1,-1,,,,
170710_1310,4,masterfile,7,10,10,7,14,-1,2,-1,1758.95,12,1800,1000,100,100,1,-1,0,0,235.8,58.95,-1,12,8,900,1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1.333333333,-1,-1,-1,,,,
170710_1310,4,masterfile,7,10,10,7,15,-1,3,-1,2441.25,16,2400,0,0,0,1,-1,0,0,165,41.25,-1,16,3,500,0,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,,,,
170710_1310,4,masterfile,7,10,10,7,16,-1,2,-1,193.95,1,150,150,15,15,0,-1,0,0,235.8,58.95,-1,1,4,400,0,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,-1,-1,-1,,,,
170710_1310,4,masterfile,8,10,10,8,1,-1,4,-1,1031.125,12,1800,0,0,1080,1,-1,1,900,1244.5,311.125,-1,12,5,900,1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,,,,
170710_1310,4,masterfile,8,10,10,8,2,-1,1,-1,1552.5,10,1500,150,15,15,1,-1,0,0,270,67.5,-1,10,6,600,1,400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,3.333333333,-1,-1,-1,,,,
170710_1310,4,masterfile,8,10,10,8,3,-1,3,-1,1207.5,11,1650,750,75,615,1,-1,1,450,690,172.5,-1,11,2,600,1,400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2.333333333,-1,-1,-1,,,,
170710_1310,4,masterfile,8,10,10,8,4,-1,4,-1,2251.625,13,1950,95,9.5,9.5,1,-1,0,0,1244.5,311.125,-1,13,1,500,0,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,-1,-1,-1,,,,
170710_1310,4,masterfile,8,10,10,8,5,-1,1,-1,1282.5,9,1350,1350,135,135,0,-1,0,0,270,67.5,-1,9,2,400,0,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,3.666666667,-1,-1,-1,,,,
170710_1310,4,masterfile,8,10,10,8,6,-1,3,-1,1372.5,8,1200,0,0,0,1,-1,0,0,690,172.5,-1,8,6,400,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,-1,-1,-1,,,,
170710_1310,4,masterfile,8,10,10,8,7,-1,2,-1,1179.15,8,1200,300,30,30,1,-1,0,0,36.6,9.15,-1,8,3,500,1,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2.666666667,-1,-1,-1,,,,
