170710_1310,1,globals,Period,NumPeriods,RepeatTreatment,Endowment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170710_1310,1,globals,1,1,0,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170710_1310,1,subjects,Period,Subject,Group,Profit,TotalProfit,Participate,Proposer,Offer,OfferOther,r1,r2,Random,RandomOther,TimeOKInitialInfoOK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170710_1310,3,subjects,9,12,2,0,0,1,100,1,0,4,10,4,0,2,7,1050,0,0,0,1,-1,0.842547998,0,0,360,90,0,-,-,-,-,-,56,-1,99,10,7,1,21,99,33,63,47,1,56,3,-,-,0,0,3,4,0,28,2,11,1650,0,0,0,158,1689.5,7
170710_1310,3,subjects,9,13,2,0,0,1,100,3,3,0,8,10,0,2,10,1500,1500,150,150,0,-1,0.776554387,0,0,360,90,0,-,-,-,-,-,73,-1,99,10,10,1,66,27,84,26,16,1,73,5,-,-,0,0,2,3,0,27,2,8,1200,0,1200,120,225,1136.25,29
170710_1310,3,subjects,9,14,4,0,0,1,100,2,2,0,9,10,100,2,14,2100,0,0,0,1,-1,0.798683369,0,0,85,21.25,0,-,-,-,-,-,187,-1,99,10,14,1,16,12,68,70,33,1,187,1,-,-,17,0,0,1,0,27,2,13,1950,0,0,0,270,2017.5,26
170710_1310,3,subjects,9,15,2,0,0,1,100,1,0,1,10,9,200,2,20,3000,0,0,0,1,-1,0.527086938,0,0,360,90,0,-,-,-,-,-,140,-1,99,10,20,1,33,51,34,35,47,1,140,1,-,-,0,23,0,1,1,28,2,16,2400,0,2400,240,570,2302.5,26
170710_1310,3,subjects,9,16,1,0,0,1,100,4,4,4,4,8,300,2,2,300,300,30,30,0,-1,0.750167731,0,0,205,51.25,0,-,-,-,-,-,85,-1,99,10,2,0,37,29,73,81,36,1,75,12,-,-,0,0,3,4,0,22,2,6,900,0,880,88,158,851.5,26
170710_1310,3,globals,Period,NumPeriods,RepeatTreatment,Debug,nGroups,length,nNumbers,TRet,ECUperAdd,TaxRate,TaxRateToShow,AuditRate,PercentageFine,MPCR,R,RoundToPay,AuctionStop,AuctionNoStop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170710_1310,3,globals,10,10,0,0,1,2,2,60,150,0.1,10,0,0.5,0.25,8,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170710_1310,3,subjects,Period,Subject,Group,Profit,TotalProfit,Participate,pred_reward,pred0,pred1,pred2,randround1,randround2,ProfitM2_prediction,RoundToPay,nCorrectRET,ProfitRET,Declared,Deduction,TotalDeduction,Cheat,Type,Random,Audited,Fine,DeductionsGroup,ReceivedFromGroup,Bonus,TimeOKInitialInfoOK,TimeFourthMostCorrectInitialPerformanceQuestionOK,TimeThirdMostCorrectInitialPerformanceQuestionOK,TimeSecondMostCorrectInitialPerformanceQuestionOK,TimeMostCorrectInitialPerformanceQuestionOK,nAdding,rand,limit,limitInf,nCorrectSum,correctAct,add1,add2,add3,add4,add5,i,sumSol,TimeOKRETAddingOK,TimeFourthMostCorrectRandomPerformanceQuestionOK,TimeThirdMostCorrectRandomPerformanceQuestionOK,TimeSecondMostCorrectRandomPerformanceQuestionOK,TimeMostCorrectRandomPerformanceQuestionOK,ingroupRank1,ingroupRank2,predCorrect,TimeOKDeclareOK,RoundToPayM2,CorrectAnsM2,ProfitRETM2,AuditedM2,DeclaredM2,DeductionM2,GroupPayM2,ProfitM2,TimeOKResultsOK
170710_1310,3,subjects,10,1,4,0,0,1,100,2,3,3,5,2,100,2,11,1650,0,0,0,1,-1,0.554963458,0,0,235,58.75,0,-,-,-,-,-,148,-1,99,10,11,1,82,50,94,32,11,1,148,2,0,0,0,0,1,2,0,26,2,11,1650,0,0,0,225,1706.25,24
170710_1310,3,subjects,10,2,1,0,0,1,100,4,4,3,8,2,100,2,11,1650,0,0,0,1,-1,0.018970329,0,0,50,12.5,0,-,-,-,-,-,76,-1,99,10,11,1,92,34,71,26,91,1,76,0,0,0,0,0,1,2,0,28,2,10,1500,0,0,0,270,1567.5,28
170710_1310,3,subjects,10,3,3,0,0,1,100,3,4,3,4,3,100,2,10,1500,750,75,75,1,-1,0.780404589,0,0,210,52.5,0,-,-,-,-,-,53,-1,99,10,10,1,26,14,80,64,23,1,53,6,0,0,0,0,2,3,0,14,2,9,1350,0,1200,120,270,1297.5,26
170710_1310,3,subjects,10,4,4,0,0,1,100,2,3,3,8,7,0,2,13,1950,1950,195,195,0,-1,0.343413616,0,0,235,58.75,0,-,-,-,-,-,63,-1,99,10,13,1,75,44,60,77,75,1,63,0,0,0,0,0,0,1,0,26,2,10,1500,0,1500,150,270,1417.5,28
170710_1310,3,subjects,10,5,1,0,0,1,100,4,4,4,3,7,200,2,8,1200,500,50,50,1,-1,0.259927939,0,0,50,12.5,0,-,-,-,-,-,135,-1,99,10,8,1,45,65,22,41,17,1,135,1,0,0,0,0,2,3,0,24,2,4,600,0,300,30,570,712.5,29
170710_1310,3,subjects,10,6,3,0,0,1,100,3,4,4,3,8,200,2,11,1650,0,0,0,1,-1,0.36988432,0,0,210,52.5,0,-,-,-,-,-,108,-1,99,10,11,1,37,25,28,98,25,1,108,1,0,0,0,0,1,2,0,27,2,10,1500,0,1500,150,570,1492.5,26
170710_1310,3,subjects,10,7,2,0,0,1,100,2,1,2,5,3,0,2,11,1650,600,60,60,1,-1,0.992740599,0,0,330,82.5,0,-,-,-,-,-,24,-1,99,10,11,0,11,35,39,70,24,1,24,1,0,0,0,0,2,3,0,23,2,7,1050,0,1050,105,225,1001.25,20
170710_1310,3,subjects,10,8,4,0,0,1,100,2,2,2,5,10,100,2,10,1500,300,30,30,1,-1,0.44153264,0,0,235,58.75,0,-,-,-,-,-,98,-1,99,10,10,1,94,59,80,34,54,1,98,1,0,0,27,0,2,3,0,22,2,7,1050,0,600,60,158,1029.5,27
170710_1310,3,subjects,10,9,4,0,0,1,100,2,3,3,6,10,100,2,6,900,100,10,10,1,-1,0.64576247,0,0,235,58.75,0,-,-,-,-,-,153,-1,99,10,6,1,63,56,47,54,34,1,153,3,0,25,0,0,3,4,0,24,2,7,1050,0,100,10,158,1079.5,26
170710_1310,3,subjects,10,10,1,0,0,1,100,2,1,3,4,8,100,2,13,1950,0,0,0,1,-1,0.011038877,0,0,50,12.5,0,-,-,-,-,-,91,-1,99,10,13,0,93,48,54,97,45,1,92,1,0,0,0,0,0,1,0,27,2,14,2100,0,0,0,225,2156.25,29
170710_1310,3,subjects,10,11,2,0,0,1,100,2,2,3,2,6,200,2,14,2100,2100,210,210,0,-1,0.621567254,0,0,330,82.5,0,-,-,-,-,-,85,-1,99,10,14,1,70,75,62,34,50,1,85,0,0,0,0,0,0,1,0,28,2,10,1500,0,1500,150,570,1492.5,26
170710_1310,3,subjects,10,12,1,0,0,1,100,1,4,4,10,4,100,2,7,1050,0,0,0,1,-1,0.956703893,0,0,50,12.5,0,-,-,-,-,-,144,-1,99,10,7,1,27,68,85,42,51,1,144,3,29,0,0,0,3,4,1,28,2,11,1650,0,0,0,158,1689.5,20
170710_1310,3,subjects,10,13,3,0,0,1,100,3,3,2,8,10,0,2,9,1350,1350,135,135,0,-1,0.452786775,0,0,210,52.5,0,-,-,-,-,-,147,-1,99,10,9,1,20,36,59,67,21,1,147,3,0,0,28,0,3,4,0,27,2,8,1200,0,1200,120,225,1136.25,24
170710_1310,3,subjects,10,14,2,0,0,1,100,2,2,1,9,10,100,2,13,1950,0,0,0,1,-1,0.25168841,0,0,330,82.5,0,-,-,-,-,-,138,-1,99,10,13,1,45,99,63,78,19,1,138,5,0,0,0,28,1,2,0,29,2,13,1950,0,0,0,270,2017.5,23
170710_1310,3,subjects,10,15,3,0,0,1,100,1,2,1,10,9,200,2,17,2550,0,0,0,1,-1,0.473676935,0,0,210,52.5,0,-,-,-,-,-,189,-1,99,10,17,1,43,63,82,22,23,1,189,1,0,0,28,0,0,1,0,26,2,16,2400,0,2400,240,570,2302.5,29
170710_1310,3,subjects,10,16,2,0,0,1,100,4,4,4,4,8,300,2,4,600,600,60,60,0,-1,0.322335609,0,0,330,82.5,0,-,-,-,-,-,147,-1,99,10,4,0,74,78,86,55,14,1,142,2,0,0,0,0,3,4,0,24,2,6,900,0,880,88,158,851.5,26
170710_1310,3,summary,Period,AvgCheat,AvgAdditions,AvgPrelimProf,AvgDeclared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170710_1310,3,summary,1,0.625,9.5625,1434.375,950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170710_1310,3,summary,2,0.625,9.5625,1434.375,764.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170710_1310,3,summary,3,0.6875,9.4375,1415.625,705.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170710_1310,3,summary,4,0.75,9.625,1443.75,762.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170710_1310,3,summary,5,0.8125,9.875,1481.25,539.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170710_1310,3,summary,6,0.75,10.25,1537.5,509.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170710_1310,3,summary,7,0.875,10.875,1631.25,577.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170710_1310,3,summary,8,0.75,10,1500,453.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170710_1310,3,summary,9,0.75,10.3125,1546.875,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170710_1310,3,summary,10,0.75,10.5,1575,515.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170710_1310,3,session,Subject,FinalProfit,ShowUpFee,ShowUpFeeInvested,MoneyAdded,MoneyToPay,MoneyEarned,GroupM1,ProfitM1,ProposerM1,OfferM1,OfferOtherM1,Group,Type,RoundToPayM2,CorrectAnsM2,ProfitRETM2,AuditedM2,DeclaredM2,DeductionM2,GroupPayM2,ProfitM2,ProfitM2_prediction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170710_1310,3,session,1,0,0,0,0,0,0,5,900,1,100,500,4,-1,2,11,1650,0,0,0,225,1706.25,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170710_1310,3,session,2,0,0,0,0,0,0,6,600,1,400,0,1,-1,2,10,1500,0,0,0,270,1567.5,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170710_1310,3,session,3,0,0,0,0,0,0,2,600,1,400,500,3,-1,2,9,1350,0,1200,120,270,1297.5,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170710_1310,3,session,4,0,0,0,0,0,0,1,500,0,500,500,4,-1,2,10,1500,0,1500,150,270,1417.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170710_1310,3,session,5,0,0,0,0,0,0,2,400,0,500,400,1,-1,2,4,600,0,300,30,570,712.5,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170710_1310,3,session,6,0,0,0,0,0,0,6,400,0,0,400,3,-1,2,10,1500,0,1500,150,570,1492.5,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170710_1310,3,session,7,0,0,0,0,0,0,3,500,1,500,300,2,-1,2,7,1050,0,1050,105,225,1001.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170710_1310,3,session,8,0,0,0,0,0,0,1,500,1,500,500,4,-1,2,7,1050,0,600,60,158,1029.5,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170710_1310,3,session,9,0,0,0,0,0,0,7,500,0,300,500,4,-1,2,7,1050,0,100,10,158,1079.5,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170710_1310,3,session,10,0,0,0,0,0,0,7,500,1,500,300,1,-1,2,14,2100,0,0,0,225,2156.25,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170710_1310,3,session,11,0,0,0,0,0,0,5,100,0,500,100,2,-1,2,10,1500,0,1500,150,570,1492.5,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170710_1310,3,session,12,0,0,0,0,0,0,4,600,1,400,500,1,-1,2,11,1650,0,0,0,158,1689.5,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170710_1310,3,session,13,0,0,0,0,0,0,8,100,0,400,100,3,-1,2,8,1200,0,1200,120,225,1136.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170710_1310,3,session,14,0,0,0,0,0,0,8,900,1,100,400,2,-1,2,13,1950,0,0,0,270,2017.5,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170710_1310,3,session,15,0,0,0,0,0,0,3,500,0,300,500,3,-1,2,16,2400,0,2400,240,570,2302.5,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170710_1310,3,session,16,0,0,0,0,0,0,4,400,0,500,400,2,-1,2,6,900,0,880,88,158,851.5,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170710_1310,3,masterfile,Period,jAuditRate,jTaxRate,jPeriod,jSubject,jSujeto,jGroup,jGrupo,jProfit,jnCorrectRET,jProfitRET,jDeclared,jDeduction,jTotalDeduction,jCheat,jType,jAudited,jFine,jDeductionsGroup,jReceivedFromGroup,jTaxRateProposed,jnCorrectSum,jGroupDG,jProfitDG,jProposerDG,jOfferDG,jage_subject,jgender,jTrust,jIdeology,jIncome,jPublicTransport,jTaxes,jDrivingFast,jMoneyFound,jLying,jAccidentalDamage,jLitter,jDrivingAlcohol,jJobApplication,jBuyingStolen,jProfitRiskAv,jdec1,jdec2,jdec3,jdec4,jdec5,jdec6,jdec7,jdec8,jdec9,jdec10,jHLJump,jSafeChoices,jinit_pred,javg_pred,jrealdie,jdigitaldie,jdigitaldielie,,,,
170710_1310,3,masterfile,1,0,10,1,1,-1,3,-1,1720,12,1800,1800,180,180,0,-1,0,0,400,100,-1,12,5,900,1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2.666666667,-1,-1,-1,,,,
170710_1310,3,masterfile,1,0,10,1,2,-1,1,-1,1063.75,7,1050,0,0,0,1,-1,0,0,55,13.75,-1,7,6,600,1,400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,3.666666667,-1,-1,-1,,,,
170710_1310,3,masterfile,1,0,10,1,3,-1,2,-1,1245,8,1200,1050,105,105,1,-1,0,0,600,150,-1,8,2,600,1,400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3.333333333,-1,-1,-1,,,,
170710_1310,3,masterfile,1,0,10,1,4,-1,2,-1,1905,13,1950,1950,195,195,0,-1,0,0,600,150,-1,13,1,500,0,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2.666666667,-1,-1,-1,,,,
170710_1310,3,masterfile,1,0,10,1,5,-1,3,-1,800,5,750,500,50,50,1,-1,0,0,400,100,-1,5,2,400,0,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,-1,-1,-1,,,,
170710_1310,3,masterfile,1,0,10,1,6,-1,3,-1,1450,10,1500,1500,150,150,0,-1,0,0,400,100,-1,10,6,400,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3.666666667,-1,-1,-1,,,,
170710_1310,3,masterfile,1,0,10,1,7,-1,2,-1,1530,10,1500,1200,120,120,1,-1,0,0,600,150,-1,10,3,500,1,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1.666666667,-1,-1,-1,,,,
170710_1310,3,masterfile,1,0,10,1,8,-1,4,-1,1376.25,9,1350,900,90,90,1,-1,0,0,465,116.25,-1,9,1,500,1,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,,,,
170710_1310,3,masterfile,1,0,10,1,9,-1,3,-1,830,5,750,200,20,20,1,-1,0,0,400,100,-1,5,7,500,0,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2.666666667,-1,-1,-1,,,,
170710_1310,3,masterfile,1,0,10,1,10,-1,1,-1,2113.75,14,2100,0,0,0,1,-1,0,0,55,13.75,-1,14,7,500,1,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,,,,
170710_1310,3,masterfile,1,0,10,1,11,-1,2,-1,1770,12,1800,1800,180,180,0,-1,0,0,600,150,-1,12,5,100,0,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2.333333333,-1,-1,-1,,,,
170710_1310,3,masterfile,1,0,10,1,12,-1,4,-1,1166.25,7,1050,0,0,0,1,-1,0,0,465,116.25,-1,7,4,600,1,400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,-1,-1,-1,,,,
170710_1310,3,masterfile,1,0,10,1,13,-1,4,-1,791.25,5,750,750,75,75,0,-1,0,0,465,116.25,-1,5,8,100,0,400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2.666666667,-1,-1,-1,,,,
170710_1310,3,masterfile,1,0,10,1,14,-1,1,-1,1813.75,12,1800,0,0,0,1,-1,0,0,55,13.75,-1,12,8,900,1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1.666666667,-1,-1,-1,,,,
170710_1310,3,masterfile,1,0,10,1,15,-1,4,-1,2816.25,20,3000,3000,300,300,0,-1,0,0,465,116.25,-1,20,3,500,0,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1.333333333,-1,-1,-1,,,,
170710_1310,3,masterfile,1,0,10,1,16,-1,1,-1,558.75,4,600,550,55,55,1,-1,0,0,55,13.75,-1,4,4,400,0,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,-1,-1,-1,,,,
170710_1310,3,masterfile,2,0,10,2,1,-1,2,-1,1706.25,11,1650,0,0,0,1,-1,0,0,225,56.25,-1,11,5,900,1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2.666666667,-1,-1,-1,,,,
170710_1310,3,masterfile,2,0,10,2,2,-1,1,-1,1567.5,10,1500,0,0,0,1,-1,0,0,270,67.5,-1,10,6,600,1,400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,3.666666667,-1,-1,-1,,,,
170710_1310,3,masterfile,2,0,10,2,3,-1,1,-1,1297.5,9,1350,1200,120,120,1,-1,0,0,270,67.5,-1,9,2,600,1,400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3.333333333,-1,-1,-1,,,,
170710_1310,3,masterfile,2,0,10,2,4,-1,1,-1,1417.5,10,1500,1500,150,150,0,-1,0,0,270,67.5,-1,10,1,500,0,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2.666666667,-1,-1,-1,,,,
170710_1310,3,masterfile,2,0,10,2,5,-1,4,-1,712.5,4,600,300,30,30,1,-1,0,0,570,142.5,-1,4,2,400,0,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,-1,-1,-1,,,,
170710_1310,3,masterfile,2,0,10,2,6,-1,4,-1,1492.5,10,1500,1500,150,150,0,-1,0,0,570,142.5,-1,10,6,400,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3.666666667,-1,-1,-1,,,,
170710_1310,3,masterfile,2,0,10,2,7,-1,2,-1,1001.25,7,1050,1050,105,105,0,-1,0,0,225,56.25,-1,7,3,500,1,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1.666666667,-1,-1,-1,,,,
170710_1310,3,masterfile,2,0,10,2,8,-1,3,-1,1029.5,7,1050,600,60,60,1,-1,0,0,158,39.5,-1,7,1,500,1,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,,,,
170710_1310,3,masterfile,2,0,10,2,9,-1,3,-1,1079.5,7,1050,100,10,10,1,-1,0,0,158,39.5,-1,7,7,500,0,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2.666666667,-1,-1,-1,,,,
170710_1310,3,masterfile,2,0,10,2,10,-1,2,-1,2156.25,14,2100,0,0,0,1,-1,0,0,225,56.25,-1,14,7,500,1,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,,,,
170710_1310,3,masterfile,2,0,10,2,11,-1,4,-1,1492.5,10,1500,1500,150,150,0,-1,0,0,570,142.5,-1,10,5,100,0,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2.333333333,-1,-1,-1,,,,
170710_1310,3,masterfile,2,0,10,2,12,-1,3,-1,1689.5,11,1650,0,0,0,1,-1,0,0,158,39.5,-1,11,4,600,1,400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,-1,-1,-1,,,,
170710_1310,3,masterfile,2,0,10,2,13,-1,2,-1,1136.25,8,1200,1200,120,120,0,-1,0,0,225,56.25,-1,8,8,100,0,400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2.666666667,-1,-1,-1,,,,
170710_1310,3,masterfile,2,0,10,2,14,-1,1,-1,2017.5,13,1950,0,0,0,1,-1,0,0,270,67.5,-1,13,8,900,1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1.666666667,-1,-1,-1,,,,
170710_1310,3,masterfile,2,0,10,2,15,-1,4,-1,2302.5,16,2400,2400,240,240,0,-1,0,0,570,142.5,-1,16,3,500,0,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1.333333333,-1,-1,-1,,,,
170710_1310,3,masterfile,2,0,10,2,16,-1,3,-1,851.5,6,900,880,88,88,1,-1,0,0,158,39.5,-1,6,4,400,0,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,-1,-1,-1,,,,
170710_1310,3,masterfile,3,0,10,3,1,-1,2,-1,1523.75,10,1500,0,0,0,1,-1,0,0,95,23.75,-1,10,5,900,1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2.666666667,-1,-1,-1,,,,
170710_1310,3,masterfile,3,0,10,3,2,-1,3,-1,1687.5,11,1650,0,0,0,1,-1,0,0,150,37.5,-1,11,6,600,1,400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,3.666666667,-1,-1,-1,,,,
170710_1310,3,masterfile,3,0,10,3,3,-1,2,-1,848.75,6,900,750,75,75,1,-1,0,0,95,23.75,-1,6,2,600,1,400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3.333333333,-1,-1,-1,,,,
170710_1310,3,masterfile,3,0,10,3,4,-1,1,-1,2152.25,15,2250,2250,225,225,0,-1,0,0,509,127.25,-1,15,1,500,0,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2.666666667,-1,-1,-1,,,,
