"","Date","Treatment","Period","Subject","Group","Profit","TotalProfit","Participate","Proposer","Offer","OfferOther","r1","r2","Random","RandomOther","TimeOKInitialInfoOK","nCorrectRET","ProfitRET","Declared","Deduction","TotalDeduction","Cheat","Audited","Fine","DeductionsGroup","MPCR","ReceivedFromGroup","nAdding","rand","limit","limitInf","nCorrectSum","correctAct","add1","add2","add3","add4","add5","i","sumSol","TimeOKRETAddingOK","pred_reward","pred0","pred1","pred2","randround1","randround2","ProfitM2_prediction","RoundToPay","Type","Bonus","TimeFourthMostCorrectInitialPerformanceQuestionOK","TimeThirdMostCorrectInitialPerformanceQuestionOK","TimeSecondMostCorrectInitialPerformanceQuestionOK","TimeMostCorrectInitialPerformanceQuestionOK","TimeFourthMostCorrectRandomPerformanceQuestionOK","TimeThirdMostCorrectRandomPerformanceQuestionOK","TimeSecondMostCorrectRandomPerformanceQuestionOK","TimeMostCorrectRandomPerformanceQuestionOK","ingroupRank1","ingroupRank2","predCorrect","TimeOKDeclareOK","RoundToPayM2","CorrectAnsM2","ProfitRETM2","AuditedM2","DeclaredM2","DeductionM2","GroupPayM2","ProfitM2","TimeOKResultsOK","ProfitM3_prediction","TimeFourthMostInitialPerformanceQuestionOK","TimeThirdMostInitialPerformanceQuestionOK","TimeSecondMostInitialPerformanceQuestionOK","TimeMostInitialPerformanceQuestionOK","TimeFourthMostRandomPerformanceQuestionOK","TimeThirdMostRandomPerformanceQuestionOK","TimeSecondMostRandomPerformanceQuestionOK","TimeMostRandomPerformanceQuestionOK","RoundToPayM3","CorrectAnsM3","ProfitRETM3","AuditedM3","DeclaredM3","DeductionM3","GroupPayM3","ProfitM3","ProfitRiskAv","b","dec[1]","dec[2]","dec[3]","dec[4]","dec[5]","dec[6]","dec[7]","dec[8]","dec[9]","dec[10]","TimeOKInicialRiskAversionOK","rl","r","TimeOKLoteriasOK","k","y","aux","auxpos","TimeOKResultsRiskAvOK","age_subject","gender","Trust","Ideology","Income","PublicTransport","Taxes","DrivingFast","MoneyFound","Lying","AccidentalDamage","Litter","DrivingAlcohol","JobApplication","BuyingStolen","reported_roll_real","reported_roll_digital","actual_roll_digital","number_of_rolls_digital","roll","roll_history[1]","roll_history[2]","roll_history[3]","roll_history[4]","roll_history[5]","roll_history[6]","roll_history[7]","roll_history[8]","roll_history[9]","roll_history[10]","ready","show_roll_button","payamt","TimeReadyActualDiceOK","TimeSubmitActualDiceOK","xv","yv","TimeReadyDigitalDiceOK","TimeSubmitDigitalDiceOK","TimeOKInicialInfoOK","TimeOKInfoIntegrityTestOK","TimeOKIntegrityOK","TimeOKGenderAgeOK","TimeOKIdeologyAndTrustOK","TimeOKIncomeOK","TimePlotSelectDigitalDiceOK","ProfitM1","ProposerM1","OfferM1","OfferOtherM1","LotteryM4","DecisionM4","ProfitM4","ProfitM5real","ProfitM5digital","ProfitM5","TimeOKResultsM1OK","TimeOKResultsM2OK","TimeOKResultsM3OK","TimeOKResultsM4OK","TimeOKResultsM5OK"
"194","170710_1310",3,10,2,1,0,0,1,NA,NA,NA,NA,NA,0.018970329323304,NA,NA,11,1650,0,0,0,1,0,0,50,NA,12.5,76,-1,99,10,11,1,92,34,71,26,91,1,76,0,100,4,4,3,8,2,100,2,-1,0,NA,NA,NA,NA,0,0,0,0,1,2,0,28,2,10,1500,0,0,0,270,1567.5,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","170710_1310",3,10,3,3,0,0,1,NA,NA,NA,NA,NA,0.780404589036668,NA,NA,10,1500,750,75,75,1,0,0,210,NA,52.5,53,-1,99,10,10,1,26,14,80,64,23,1,53,6,100,3,4,3,4,3,100,2,-1,0,NA,NA,NA,NA,0,0,0,0,2,3,0,14,2,9,1350,0,1200,120,270,1297.5,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","170710_1310",3,10,4,4,0,0,1,NA,NA,NA,NA,NA,0.343413615759189,NA,NA,13,1950,1950,195,195,0,0,0,235,NA,58.75,63,-1,99,10,13,1,75,44,60,77,75,1,63,0,100,2,3,3,8,7,0,2,-1,0,NA,NA,NA,NA,0,0,0,0,0,1,0,26,2,10,1500,0,1500,150,270,1417.5,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","170710_1310",3,10,5,1,0,0,1,NA,NA,NA,NA,NA,0.259927939278971,NA,NA,8,1200,500,50,50,1,0,0,50,NA,12.5,135,-1,99,10,8,1,45,65,22,41,17,1,135,1,100,4,4,4,3,7,200,2,-1,0,NA,NA,NA,NA,0,0,0,0,2,3,0,24,2,4,600,0,300,30,570,712.5,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","170710_1310",3,10,6,3,0,0,1,NA,NA,NA,NA,NA,0.369884319775684,NA,NA,11,1650,0,0,0,1,0,0,210,NA,52.5,108,-1,99,10,11,1,37,25,28,98,25,1,108,1,100,3,4,4,3,8,200,2,-1,0,NA,NA,NA,NA,0,0,0,0,1,2,0,27,2,10,1500,0,1500,150,570,1492.5,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","170710_1310",3,10,7,2,0,0,1,NA,NA,NA,NA,NA,0.992740599435168,NA,NA,11,1650,600,60,60,1,0,0,330,NA,82.5,24,-1,99,10,11,0,11,35,39,70,24,1,24,1,100,2,1,2,5,3,0,2,-1,0,NA,NA,NA,NA,0,0,0,0,2,3,0,23,2,7,1050,0,1050,105,225,1001.25,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","170710_1310",3,10,8,4,0,0,1,NA,NA,NA,NA,NA,0.441532640457867,NA,NA,10,1500,300,30,30,1,0,0,235,NA,58.75,98,-1,99,10,10,1,94,59,80,34,54,1,98,1,100,2,2,2,5,10,100,2,-1,0,NA,NA,NA,NA,0,0,27,0,2,3,0,22,2,7,1050,0,600,60,158,1029.5,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","170710_1310",3,10,9,4,0,0,1,NA,NA,NA,NA,NA,0.645762469920219,NA,NA,6,900,100,10,10,1,0,0,235,NA,58.75,153,-1,99,10,6,1,63,56,47,54,34,1,153,3,100,2,3,3,6,10,100,2,-1,0,NA,NA,NA,NA,0,25,0,0,3,4,0,24,2,7,1050,0,100,10,158,1079.5,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","170710_1310",3,10,10,1,0,0,1,NA,NA,NA,NA,NA,0.0110388766094292,NA,NA,13,1950,0,0,0,1,0,0,50,NA,12.5,91,-1,99,10,13,0,93,48,54,97,45,1,92,1,100,2,1,3,4,8,100,2,-1,0,NA,NA,NA,NA,0,0,0,0,0,1,0,27,2,14,2100,0,0,0,225,2156.25,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","170710_1310",3,10,11,2,0,0,1,NA,NA,NA,NA,NA,0.621567254244148,NA,NA,14,2100,2100,210,210,0,0,0,330,NA,82.5,85,-1,99,10,14,1,70,75,62,34,50,1,85,0,100,2,2,3,2,6,200,2,-1,0,NA,NA,NA,NA,0,0,0,0,0,1,0,28,2,10,1500,0,1500,150,570,1492.5,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","170710_1310",3,10,12,1,0,0,1,NA,NA,NA,NA,NA,0.95670389335449,NA,NA,7,1050,0,0,0,1,0,0,50,NA,12.5,144,-1,99,10,7,1,27,68,85,42,51,1,144,3,100,1,4,4,10,4,100,2,-1,0,NA,NA,NA,NA,29,0,0,0,3,4,1,28,2,11,1650,0,0,0,158,1689.5,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","170710_1310",3,10,13,3,0,0,1,NA,NA,NA,NA,NA,0.452786775051051,NA,NA,9,1350,1350,135,135,0,0,0,210,NA,52.5,147,-1,99,10,9,1,20,36,59,67,21,1,147,3,100,3,3,2,8,10,0,2,-1,0,NA,NA,NA,NA,0,0,28,0,3,4,0,27,2,8,1200,0,1200,120,225,1136.25,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","170710_1310",3,10,14,2,0,0,1,NA,NA,NA,NA,NA,0.251688410179544,NA,NA,13,1950,0,0,0,1,0,0,330,NA,82.5,138,-1,99,10,13,1,45,99,63,78,19,1,138,5,100,2,2,1,9,10,100,2,-1,0,NA,NA,NA,NA,0,0,0,28,1,2,0,29,2,13,1950,0,0,0,270,2017.5,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","170710_1310",3,10,15,3,0,0,1,NA,NA,NA,NA,NA,0.473676935058868,NA,NA,17,2550,0,0,0,1,0,0,210,NA,52.5,189,-1,99,10,17,1,43,63,82,22,23,1,189,1,100,1,2,1,10,9,200,2,-1,0,NA,NA,NA,NA,0,0,28,0,0,1,0,26,2,16,2400,0,2400,240,570,2302.5,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","170710_1310",3,10,16,2,0,0,1,NA,NA,NA,NA,NA,0.322335608919307,NA,NA,4,600,600,60,60,0,0,0,330,NA,82.5,147,-1,99,10,4,0,74,78,86,55,14,1,142,2,100,4,4,4,4,8,300,2,-1,0,NA,NA,NA,NA,0,0,0,0,3,4,0,24,2,6,900,0,880,88,158,851.5,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","170710_1310",4,1,1,4,0,0,1,NA,NA,NA,NA,NA,0.793387458563497,NA,14,11,1650,0,0,0,1,0,0,725,NA,181.25,140,-1,99,10,11,0,17,29,56,15,61,1,113,0,100,3,0,0,5,10,NA,1,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,16,NA,NA,NA,NA,NA,NA,NA,NA,15,0,0,21,0,0,0,0,0,0,1,11,1650,0,0,0,725,1831.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","170710_1310",4,1,2,1,0,0,1,NA,NA,NA,NA,NA,0.613204728166202,NA,27,10,1500,150,15,15,1,0,0,135,NA,33.75,102,-1,99,10,10,1,20,94,54,63,11,1,102,2,100,4,0,0,7,10,NA,1,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,25,NA,NA,NA,NA,NA,NA,NA,NA,28,0,26,0,0,0,NA,NA,NA,NA,1,10,1500,0,150,15,135,1518.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","170710_1310",4,1,3,3,0,0,1,NA,NA,NA,NA,NA,0.62626115774096,NA,25,8,1200,600,60,60,1,0,0,1770,NA,442.5,93,-1,99,10,8,1,89,22,90,12,37,1,93,5,100,2,0,0,6,8,NA,1,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,2,3,0,10,NA,NA,NA,NA,NA,NA,NA,NA,18,0,0,0,23,0,NA,NA,NA,NA,1,8,1200,0,600,60,1770,1582.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","170710_1310",4,1,4,4,0,0,1,NA,NA,NA,NA,NA,0.930709652570407,NA,22,15,2250,2250,225,225,0,0,0,725,NA,181.25,97,-1,99,10,15,1,70,91,14,90,79,1,97,2,100,3,0,0,3,8,NA,1,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,26,NA,NA,NA,NA,NA,NA,NA,NA,22,0,0,26,0,0,NA,NA,NA,NA,1,15,2250,0,2250,225,725,2206.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","170710_1310",4,1,5,1,0,0,1,NA,NA,NA,NA,NA,0.669165821126274,NA,23,8,1200,1200,120,120,0,0,0,135,NA,33.75,65,-1,99,10,8,1,98,35,17,74,30,1,65,0,100,4,0,0,5,2,NA,1,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,2,3,0,28,NA,NA,NA,NA,NA,NA,NA,NA,25,0,27,0,0,0,NA,NA,NA,NA,1,8,1200,0,1200,120,135,1113.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","170710_1310",4,1,6,3,0,0,1,NA,NA,NA,NA,NA,0.892709562039333,NA,19,9,1350,0,0,0,1,0,0,1770,NA,442.5,43,-1,99,10,9,1,69,81,90,46,88,1,43,6,100,3,0,0,5,4,NA,1,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,26,NA,NA,NA,NA,NA,NA,NA,NA,22,0,0,28,0,0,NA,NA,NA,NA,1,9,1350,0,0,0,1770,1792.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","170710_1310",4,1,7,2,0,0,1,NA,NA,NA,NA,NA,0.742999810140114,NA,22,8,1200,900,90,90,1,0,0,270,NA,67.5,100,-1,99,10,8,1,12,24,63,18,68,1,100,0,100,2,0,0,8,5,NA,1,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,2,3,0,19,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,27,0,NA,NA,NA,NA,1,8,1200,0,900,90,270,1177.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","170710_1310",4,1,8,4,0,0,1,NA,NA,NA,NA,NA,0.371041054078863,NA,13,8,1200,1200,120,120,0,0,0,725,NA,181.25,85,-1,99,10,8,1,75,55,23,62,31,1,85,1,100,2,0,0,8,9,NA,1,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,2,3,0,24,NA,NA,NA,NA,NA,NA,NA,NA,24,0,0,0,24,0,NA,NA,NA,NA,1,8,1200,0,1200,120,725,1261.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","170710_1310",4,1,9,4,0,0,1,NA,NA,NA,NA,NA,0.0835714624652506,NA,24,7,1050,500,50,380,1,1,275,725,NA,181.25,58,-1,99,10,7,1,73,48,23,75,38,1,58,4,100,3,0,0,9,8,NA,1,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,3,4,0,24,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,19,0,0,NA,NA,NA,NA,1,7,1050,1,500,380,725,851.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","170710_1310",4,1,10,1,0,0,1,NA,NA,NA,NA,NA,0.821741591124675,NA,21,15,2250,0,0,0,1,0,0,135,NA,33.75,167,-1,99,10,15,1,93,49,37,43,85,1,167,4,100,1,0,0,8,6,NA,1,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,28,NA,NA,NA,NA,NA,NA,NA,NA,24,100,0,0,0,24,NA,NA,NA,NA,1,15,2250,0,0,0,135,2283.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","170710_1310",4,1,11,2,0,0,1,NA,NA,NA,NA,NA,0.555342943666197,NA,20,11,1650,1650,165,165,0,0,0,270,NA,67.5,100,-1,99,10,11,1,16,53,84,64,28,1,100,3,100,2,0,0,7,9,NA,1,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,26,NA,NA,NA,NA,NA,NA,NA,NA,26,100,0,0,24,0,NA,NA,NA,NA,1,11,1650,0,1650,165,270,1552.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
