"","Date","Treatment","Period","Subject","Group","Profit","TotalProfit","Participate","Proposer","Offer","OfferOther","r1","r2","Random","RandomOther","TimeOKInitialInfoOK","nCorrectRET","ProfitRET","Declared","Deduction","TotalDeduction","Cheat","Audited","Fine","DeductionsGroup","MPCR","ReceivedFromGroup","nAdding","rand","limit","limitInf","nCorrectSum","correctAct","add1","add2","add3","add4","add5","i","sumSol","TimeOKRETAddingOK","pred_reward","pred0","pred1","pred2","randround1","randround2","ProfitM2_prediction","RoundToPay","Type","Bonus","TimeFourthMostCorrectInitialPerformanceQuestionOK","TimeThirdMostCorrectInitialPerformanceQuestionOK","TimeSecondMostCorrectInitialPerformanceQuestionOK","TimeMostCorrectInitialPerformanceQuestionOK","TimeFourthMostCorrectRandomPerformanceQuestionOK","TimeThirdMostCorrectRandomPerformanceQuestionOK","TimeSecondMostCorrectRandomPerformanceQuestionOK","TimeMostCorrectRandomPerformanceQuestionOK","ingroupRank1","ingroupRank2","predCorrect","TimeOKDeclareOK","RoundToPayM2","CorrectAnsM2","ProfitRETM2","AuditedM2","DeclaredM2","DeductionM2","GroupPayM2","ProfitM2","TimeOKResultsOK","ProfitM3_prediction","TimeFourthMostInitialPerformanceQuestionOK","TimeThirdMostInitialPerformanceQuestionOK","TimeSecondMostInitialPerformanceQuestionOK","TimeMostInitialPerformanceQuestionOK","TimeFourthMostRandomPerformanceQuestionOK","TimeThirdMostRandomPerformanceQuestionOK","TimeSecondMostRandomPerformanceQuestionOK","TimeMostRandomPerformanceQuestionOK","RoundToPayM3","CorrectAnsM3","ProfitRETM3","AuditedM3","DeclaredM3","DeductionM3","GroupPayM3","ProfitM3","ProfitRiskAv","b","dec[1]","dec[2]","dec[3]","dec[4]","dec[5]","dec[6]","dec[7]","dec[8]","dec[9]","dec[10]","TimeOKInicialRiskAversionOK","rl","r","TimeOKLoteriasOK","k","y","aux","auxpos","TimeOKResultsRiskAvOK","age_subject","gender","Trust","Ideology","Income","PublicTransport","Taxes","DrivingFast","MoneyFound","Lying","AccidentalDamage","Litter","DrivingAlcohol","JobApplication","BuyingStolen","reported_roll_real","reported_roll_digital","actual_roll_digital","number_of_rolls_digital","roll","roll_history[1]","roll_history[2]","roll_history[3]","roll_history[4]","roll_history[5]","roll_history[6]","roll_history[7]","roll_history[8]","roll_history[9]","roll_history[10]","ready","show_roll_button","payamt","TimeReadyActualDiceOK","TimeSubmitActualDiceOK","xv","yv","TimeReadyDigitalDiceOK","TimeSubmitDigitalDiceOK","TimeOKInicialInfoOK","TimeOKInfoIntegrityTestOK","TimeOKIntegrityOK","TimeOKGenderAgeOK","TimeOKIdeologyAndTrustOK","TimeOKIncomeOK","TimePlotSelectDigitalDiceOK","ProfitM1","ProposerM1","OfferM1","OfferOtherM1","LotteryM4","DecisionM4","ProfitM4","ProfitM5real","ProfitM5digital","ProfitM5","TimeOKResultsM1OK","TimeOKResultsM2OK","TimeOKResultsM3OK","TimeOKResultsM4OK","TimeOKResultsM5OK"
"80","170710_1310",3,2,16,3,0,0,1,NA,NA,NA,NA,NA,0.493607331762839,NA,NA,6,900,880,88,88,1,0,0,158,NA,39.5,123,-1,99,10,6,1,92,94,65,33,75,1,123,0,100,4,0,0,4,8,100,2,-1,0,NA,NA,NA,NA,NA,0,0,NA,3,4,0,23,2,6,900,0,880,88,158,851.5,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","170710_1310",3,3,1,2,0,0,1,NA,NA,NA,NA,NA,0.0920529650021591,NA,NA,10,1500,0,0,0,1,0,0,95,NA,23.75,117,-1,99,10,10,1,58,16,80,99,70,1,117,2,100,2,0,3,5,2,0,2,-1,0,NA,NA,NA,NA,0,0,0,NA,1,2,0,28,2,11,1650,0,0,0,225,1706.25,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","170710_1310",3,3,2,3,0,0,1,NA,NA,NA,NA,NA,0.339381929179366,NA,NA,11,1650,0,0,0,1,0,0,150,NA,37.5,142,-1,99,10,11,1,24,57,17,23,37,1,142,2,100,4,0,3,8,2,100,2,-1,0,NA,NA,NA,NA,0,0,0,NA,1,2,0,27,2,10,1500,0,0,0,270,1567.5,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","170710_1310",3,3,3,2,0,0,1,NA,NA,NA,NA,NA,0.531477586613725,NA,NA,6,900,750,75,75,1,0,0,95,NA,23.75,184,-1,99,10,6,1,59,37,10,68,76,1,184,2,100,3,0,3,4,3,0,2,-1,0,NA,NA,NA,NA,0,25,0,NA,3,4,0,19,2,9,1350,0,1200,120,270,1297.5,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","170710_1310",3,3,4,1,0,0,1,NA,NA,NA,NA,NA,0.323001823538449,NA,NA,15,2250,2250,225,225,0,0,0,509,NA,127.25,47,-1,99,10,15,1,58,29,87,48,25,1,47,2,100,2,0,0,8,7,0,2,-1,0,NA,NA,NA,NA,0,0,0,NA,0,1,0,28,2,10,1500,0,1500,150,270,1417.5,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","170710_1310",3,3,5,3,0,0,1,NA,NA,NA,NA,NA,0.85473988477827,NA,NA,9,1350,600,60,60,1,0,0,150,NA,37.5,84,-1,99,10,9,1,26,93,20,24,93,1,84,2,100,4,4,0,3,7,100,2,-1,0,NA,NA,NA,NA,25,0,0,NA,2,3,0,23,2,4,600,0,300,30,570,712.5,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","170710_1310",3,3,6,3,0,0,1,NA,NA,NA,NA,NA,0.273169446863779,NA,NA,6,900,900,90,90,0,0,0,150,NA,37.5,122,-1,99,10,6,1,37,24,77,90,30,1,122,0,100,3,4,0,3,8,100,2,-1,0,NA,NA,NA,NA,23,0,0,NA,3,4,1,21,2,10,1500,0,1500,150,570,1492.5,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","170710_1310",3,3,7,4,0,0,1,NA,NA,NA,NA,NA,0.764155594987867,NA,NA,8,1200,900,90,90,1,0,0,375,NA,93.75,90,-1,99,10,8,1,43,74,45,95,22,1,90,3,100,2,0,2,5,3,0,2,-1,0,NA,NA,NA,NA,0,0,28,NA,2,3,0,23,2,7,1050,0,1050,105,225,1001.25,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","170710_1310",3,3,8,1,0,0,1,NA,NA,NA,NA,NA,0.840251312516747,NA,NA,6,900,450,45,45,1,0,0,509,NA,127.25,137,-1,99,10,6,1,85,34,80,20,50,1,137,1,100,2,0,0,5,10,100,2,-1,0,NA,NA,NA,NA,0,0,0,NA,2,3,0,16,2,7,1050,0,600,60,158,1029.5,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","170710_1310",3,3,9,2,0,0,1,NA,NA,NA,NA,NA,0.560009600389753,NA,NA,8,1200,200,20,20,1,0,0,95,NA,23.75,70,-1,99,10,8,1,57,89,11,71,67,1,70,8,100,2,0,0,6,10,0,2,-1,0,NA,NA,NA,NA,0,0,0,NA,2,3,0,10,2,7,1050,0,100,10,158,1079.5,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","170710_1310",3,3,10,3,0,0,1,NA,NA,NA,NA,NA,0.613243468391357,NA,NA,14,2100,0,0,0,1,0,0,150,NA,37.5,166,-1,99,10,14,1,38,76,31,86,63,1,166,0,100,2,0,0,4,8,0,2,-1,0,NA,NA,NA,NA,0,0,0,NA,0,1,0,28,2,14,2100,0,0,0,225,2156.25,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","170710_1310",3,3,11,4,0,0,1,NA,NA,NA,NA,NA,0.312486055452603,NA,NA,12,1800,1800,180,180,0,0,0,375,NA,93.75,129,-1,99,10,12,1,48,68,44,18,94,1,129,1,100,2,2,0,2,6,200,2,-1,0,NA,NA,NA,NA,0,0,0,NA,0,1,0,25,2,10,1500,0,1500,150,570,1492.5,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","170710_1310",3,3,12,4,0,0,1,NA,NA,NA,NA,NA,0.616630964733954,NA,NA,10,1500,0,0,0,1,0,0,375,NA,93.75,112,-1,99,10,10,1,27,91,77,34,59,1,112,1,100,1,0,0,10,4,0,2,-1,0,NA,NA,NA,NA,0,0,0,NA,1,2,0,14,2,11,1650,0,0,0,158,1689.5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","170710_1310",3,3,13,4,0,0,1,NA,NA,NA,NA,NA,0.485620402491475,NA,NA,7,1050,1050,105,105,0,0,0,375,NA,93.75,91,-1,99,10,7,0,15,92,24,33,92,1,96,1,100,3,0,0,8,10,0,2,-1,0,NA,NA,NA,NA,0,0,0,NA,3,4,0,21,2,8,1200,0,1200,120,225,1136.25,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","170710_1310",3,3,14,2,0,0,1,NA,NA,NA,NA,NA,0.282139669303847,NA,NA,13,1950,0,0,0,1,0,0,95,NA,23.75,54,-1,99,10,13,1,73,15,72,58,92,1,54,2,100,2,0,0,9,10,100,2,-1,0,NA,NA,NA,NA,0,0,0,NA,0,1,0,28,2,13,1950,0,0,0,270,2017.5,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","170710_1310",3,3,15,1,0,0,1,NA,NA,NA,NA,NA,0.822104674215477,NA,NA,14,2100,2100,210,210,0,0,0,509,NA,127.25,117,-1,99,10,14,1,45,62,94,36,29,1,117,2,100,1,0,0,10,9,100,2,-1,0,NA,NA,NA,NA,0,0,0,NA,1,2,0,28,2,16,2400,0,2400,240,570,2302.5,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","170710_1310",3,3,16,1,0,0,1,NA,NA,NA,NA,NA,0.450723983557301,NA,NA,2,300,290,29,29,1,0,0,509,NA,127.25,143,-1,99,10,2,0,62,81,32,70,90,1,152,6,100,4,0,0,4,8,100,2,-1,0,NA,NA,NA,NA,0,0,0,NA,3,4,0,25,2,6,900,0,880,88,158,851.5,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","170710_1310",3,4,1,4,0,0,1,NA,NA,NA,NA,NA,0.0183048793199961,NA,NA,11,1650,1600,160,160,1,0,0,405,NA,101.25,110,-1,99,10,11,1,72,53,95,11,26,1,110,2,100,2,0,3,5,2,0,2,-1,0,NA,NA,NA,NA,0,NA,NA,0,2,3,0,23,2,11,1650,0,0,0,225,1706.25,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","170710_1310",3,4,2,1,0,0,1,NA,NA,NA,NA,NA,0.715398764570895,NA,NA,12,1800,0,0,0,1,0,0,300,NA,75,99,-1,99,10,12,1,29,55,55,35,50,1,99,2,100,4,0,3,8,2,100,2,-1,0,NA,NA,NA,NA,0,NA,NA,0,0,1,0,28,2,10,1500,0,0,0,270,1567.5,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","170710_1310",3,4,3,3,0,0,1,NA,NA,NA,NA,NA,0.0497945794136238,NA,NA,7,1050,900,90,90,1,0,0,100,NA,25,167,-1,99,10,7,0,58,85,46,27,14,1,164,4,100,3,4,3,4,3,100,2,-1,0,NA,NA,NA,NA,29,NA,NA,0,2,4,1,21,2,9,1350,0,1200,120,270,1297.5,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","170710_1310",3,4,4,1,0,0,1,NA,NA,NA,NA,NA,0.897496204775523,NA,NA,10,1500,1500,150,150,0,0,0,300,NA,75,131,-1,99,10,10,1,61,65,83,35,23,1,131,1,100,2,0,0,8,7,0,2,-1,0,NA,NA,NA,NA,0,NA,NA,0,1,3,0,29,2,10,1500,0,1500,150,270,1417.5,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","170710_1310",3,4,5,4,0,0,1,NA,NA,NA,NA,NA,0.867037089479639,NA,NA,5,750,200,20,20,1,0,0,405,NA,101.25,116,-1,99,10,5,1,66,58,27,57,46,1,116,8,100,4,4,0,3,7,100,2,-1,0,NA,NA,NA,NA,0,NA,NA,0,3,4,0,27,2,4,600,0,300,30,570,712.5,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","170710_1310",3,4,6,2,0,0,1,NA,NA,NA,NA,NA,0.574406635283682,NA,NA,9,1350,1350,135,135,0,0,0,415,NA,103.75,100,-1,99,10,9,1,19,19,95,24,96,1,100,5,100,3,4,0,3,8,100,2,-1,0,NA,NA,NA,NA,0,NA,NA,0,1,2,0,26,2,10,1500,0,1500,150,570,1492.5,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","170710_1310",3,4,7,1,0,0,1,NA,NA,NA,NA,NA,0.97272117481228,NA,NA,10,1500,900,90,90,1,0,0,300,NA,75,39,-1,99,10,10,1,22,46,84,17,64,1,39,1,100,2,0,2,5,3,0,2,-1,0,NA,NA,NA,NA,0,NA,NA,0,1,3,0,24,2,7,1050,0,1050,105,225,1001.25,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","170710_1310",3,4,8,1,0,0,1,NA,NA,NA,NA,NA,0.320279146228116,NA,NA,8,1200,600,60,60,1,0,0,300,NA,75,151,-1,99,10,8,1,33,58,29,80,61,1,151,4,100,2,0,0,5,10,100,2,-1,0,NA,NA,NA,NA,0,NA,NA,0,3,4,0,16,2,7,1050,0,600,60,158,1029.5,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","170710_1310",3,4,9,3,0,0,1,NA,NA,NA,NA,NA,0.35561697853525,NA,NA,7,1050,100,10,10,1,0,0,100,NA,25,30,-1,99,10,7,1,42,12,97,57,76,1,30,2,100,2,0,0,6,10,0,2,-1,0,NA,NA,NA,NA,0,NA,NA,0,2,4,0,19,2,7,1050,0,100,10,158,1079.5,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
