"sujeto","grupo","cheat","ncorrectret","percevaded","safechoices","period","offerdg","auditrate","taxrate","profitret","perform_high","treatment_lab","treatment2_lab","realdie","die_type"
707,175,0,6,0,3,3,400,0,30,900,0,"Non-fixed","Non-fixed",3,"Incentivized die"
707,177,0,7,0,3,8,400,0,30,1050,0,"Non-fixed","Non-fixed",3,"Incentivized die"
707,177,0,7,0,3,7,400,0,30,1050,0,"Non-fixed","Non-fixed",3,"Incentivized die"
707,178,1,9,0.259259253740311,3,1,400,0,30,1350,0,"Non-fixed","Non-fixed",3,"Incentivized die"
708,178,1,12,1,8,9,100,0,30,1800,1,"Non-fixed","Non-fixed",6,"Incentivized die"
708,176,1,12,1,8,2,100,0,30,1800,1,"Non-fixed","Non-fixed",6,"Incentivized die"
708,175,1,14,0.523809552192688,8,1,100,0,30,2100,1,"Non-fixed","Non-fixed",6,"Incentivized die"
708,177,1,13,1,8,3,100,0,30,1950,1,"Non-fixed","Non-fixed",6,"Incentivized die"
708,175,1,12,1,8,8,100,0,30,1800,1,"Non-fixed","Non-fixed",6,"Incentivized die"
708,178,1,14,1,8,10,100,0,30,2100,1,"Non-fixed","Non-fixed",6,"Incentivized die"
708,176,1,12,1,8,6,100,0,30,1800,1,"Non-fixed","Non-fixed",6,"Incentivized die"
708,177,1,12,1,8,5,100,0,30,1800,1,"Non-fixed","Non-fixed",6,"Incentivized die"
708,177,1,11,1,8,4,100,0,30,1650,1,"Non-fixed","Non-fixed",6,"Incentivized die"
708,177,1,12,1,8,7,100,0,30,1800,1,"Non-fixed","Non-fixed",6,"Incentivized die"
709,176,1,15,1,4,7,0,0,30,2250,1,"Non-fixed","Non-fixed",6,"Incentivized die"
709,175,1,15,1,4,4,0,0,30,2250,1,"Non-fixed","Non-fixed",6,"Incentivized die"
709,178,1,14,1,4,6,0,0,30,2100,1,"Non-fixed","Non-fixed",6,"Incentivized die"
709,175,1,14,1,4,3,0,0,30,2100,1,"Non-fixed","Non-fixed",6,"Incentivized die"
709,178,1,15,1,4,10,0,0,30,2250,1,"Non-fixed","Non-fixed",6,"Incentivized die"
709,175,1,16,1,4,1,0,0,30,2400,1,"Non-fixed","Non-fixed",6,"Incentivized die"
709,176,1,14,1,4,9,0,0,30,2100,1,"Non-fixed","Non-fixed",6,"Incentivized die"
709,177,1,12,1,4,2,0,0,30,1800,1,"Non-fixed","Non-fixed",6,"Incentivized die"
709,177,1,16,1,4,8,0,0,30,2400,1,"Non-fixed","Non-fixed",6,"Incentivized die"
709,178,1,14,1,4,5,0,0,30,2100,1,"Non-fixed","Non-fixed",6,"Incentivized die"
710,178,0,11,0,8,10,500,0,30,1650,0,"Non-fixed","Non-fixed",6,"Incentivized die"
710,176,0,8,0,8,1,500,0,30,1200,0,"Non-fixed","Non-fixed",6,"Incentivized die"
710,176,0,9,0,8,5,500,0,30,1350,0,"Non-fixed","Non-fixed",6,"Incentivized die"
710,178,0,11,0,8,9,500,0,30,1650,0,"Non-fixed","Non-fixed",6,"Incentivized die"
710,175,0,7,0,8,3,500,0,30,1050,0,"Non-fixed","Non-fixed",6,"Incentivized die"
710,178,0,9,0,8,8,500,0,30,1350,0,"Non-fixed","Non-fixed",6,"Incentivized die"
710,177,0,11,0,8,6,500,0,30,1650,0,"Non-fixed","Non-fixed",6,"Incentivized die"
710,177,0,7,0,8,4,500,0,30,1050,0,"Non-fixed","Non-fixed",6,"Incentivized die"
710,175,0,9,0,8,7,500,0,30,1350,0,"Non-fixed","Non-fixed",6,"Incentivized die"
710,178,0,6,0,8,2,500,0,30,900,0,"Non-fixed","Non-fixed",6,"Incentivized die"
711,176,1,19,1,6,2,200,0,30,2850,1,"Non-fixed","Non-fixed",6,"Incentivized die"
711,177,1,19,1,6,1,200,0,30,2850,1,"Non-fixed","Non-fixed",6,"Incentivized die"
711,178,1,22,1,6,3,200,0,30,3300,1,"Non-fixed","Non-fixed",6,"Incentivized die"
711,177,1,22,1,6,10,200,0,30,3300,1,"Non-fixed","Non-fixed",6,"Incentivized die"
711,177,1,18,1,6,6,200,0,30,2700,1,"Non-fixed","Non-fixed",6,"Incentivized die"
711,178,1,22,1,6,8,200,0,30,3300,1,"Non-fixed","Non-fixed",6,"Incentivized die"
711,177,1,22,1,6,4,200,0,30,3300,1,"Non-fixed","Non-fixed",6,"Incentivized die"
711,175,1,20,1,6,9,200,0,30,3000,1,"Non-fixed","Non-fixed",6,"Incentivized die"
711,177,1,22,1,6,7,200,0,30,3300,1,"Non-fixed","Non-fixed",6,"Incentivized die"
711,176,1,21,1,6,5,200,0,30,3150,1,"Non-fixed","Non-fixed",6,"Incentivized die"
712,178,1,10,1,6,3,200,0,30,1500,0,"Non-fixed","Non-fixed",6,"Incentivized die"
712,178,1,11,1,6,8,200,0,30,1650,0,"Non-fixed","Non-fixed",6,"Incentivized die"
712,178,1,10,1,6,10,200,0,30,1500,0,"Non-fixed","Non-fixed",6,"Incentivized die"
712,177,1,10,1,6,4,200,0,30,1500,0,"Non-fixed","Non-fixed",6,"Incentivized die"
712,176,1,8,1,6,2,200,0,30,1200,0,"Non-fixed","Non-fixed",6,"Incentivized die"
712,175,1,12,1,6,5,200,0,30,1800,0,"Non-fixed","Non-fixed",6,"Incentivized die"
712,175,1,8,1,6,1,200,0,30,1200,0,"Non-fixed","Non-fixed",6,"Incentivized die"
712,176,1,9,1,6,9,200,0,30,1350,0,"Non-fixed","Non-fixed",6,"Incentivized die"
712,175,1,11,1,6,6,200,0,30,1650,0,"Non-fixed","Non-fixed",6,"Incentivized die"
712,175,1,10,1,6,7,200,0,30,1500,0,"Non-fixed","Non-fixed",6,"Incentivized die"
713,177,0,8,0,7,1,500,0,30,1200,0,"Non-fixed","Non-fixed",5,"Incentivized die"
713,176,0,7,0,7,5,500,0,30,1050,0,"Non-fixed","Non-fixed",5,"Incentivized die"
713,177,0,11,0,7,3,500,0,30,1650,0,"Non-fixed","Non-fixed",5,"Incentivized die"
713,176,0,9,0,7,4,500,0,30,1350,0,"Non-fixed","Non-fixed",5,"Incentivized die"
713,175,0,11,0,7,6,500,0,30,1650,0,"Non-fixed","Non-fixed",5,"Incentivized die"
713,177,0,9,0,7,10,500,0,30,1350,0,"Non-fixed","Non-fixed",5,"Incentivized die"
713,177,0,12,0,7,9,500,0,30,1800,0,"Non-fixed","Non-fixed",5,"Incentivized die"
713,177,0,9,0,7,8,500,0,30,1350,0,"Non-fixed","Non-fixed",5,"Incentivized die"
713,175,0,8,0,7,2,500,0,30,1200,0,"Non-fixed","Non-fixed",5,"Incentivized die"
713,176,0,8,0,7,7,500,0,30,1200,0,"Non-fixed","Non-fixed",5,"Incentivized die"
714,178,0,10,0,0,6,500,0,30,1500,0,"Non-fixed","Non-fixed",6,"Incentivized die"
714,178,0,10,0,0,5,500,0,30,1500,0,"Non-fixed","Non-fixed",6,"Incentivized die"
714,176,1,12,0.5,0,9,500,0,30,1800,0,"Non-fixed","Non-fixed",6,"Incentivized die"
714,175,0,8,0,0,2,500,0,30,1200,0,"Non-fixed","Non-fixed",6,"Incentivized die"
714,176,0,7,0,0,1,500,0,30,1050,0,"Non-fixed","Non-fixed",6,"Incentivized die"
714,175,1,12,0.5,0,10,500,0,30,1800,0,"Non-fixed","Non-fixed",6,"Incentivized die"
714,175,0,10,0,0,8,500,0,30,1500,0,"Non-fixed","Non-fixed",6,"Incentivized die"
714,175,0,10,0,0,3,500,0,30,1500,0,"Non-fixed","Non-fixed",6,"Incentivized die"
714,175,0,9,0,0,7,500,0,30,1350,0,"Non-fixed","Non-fixed",6,"Incentivized die"
714,175,0,11,0,0,4,500,0,30,1650,0,"Non-fixed","Non-fixed",6,"Incentivized die"
715,175,1,12,1,4,4,0,0,30,1800,1,"Non-fixed","Non-fixed",6,"Incentivized die"
715,177,1,12,1,4,5,0,0,30,1800,1,"Non-fixed","Non-fixed",6,"Incentivized die"
715,176,1,13,1,4,10,0,0,30,1950,1,"Non-fixed","Non-fixed",6,"Incentivized die"
715,176,1,14,1,4,1,0,0,30,2100,1,"Non-fixed","Non-fixed",6,"Incentivized die"
715,175,1,17,1,4,6,0,0,30,2550,1,"Non-fixed","Non-fixed",6,"Incentivized die"
715,177,1,11,1,4,2,0,0,30,1650,1,"Non-fixed","Non-fixed",6,"Incentivized die"
715,178,1,13,1,4,3,0,0,30,1950,1,"Non-fixed","Non-fixed",6,"Incentivized die"
715,177,1,15,1,4,9,0,0,30,2250,1,"Non-fixed","Non-fixed",6,"Incentivized die"
715,178,1,12,1,4,7,0,0,30,1800,1,"Non-fixed","Non-fixed",6,"Incentivized die"
715,176,1,12,1,4,8,0,0,30,1800,1,"Non-fixed","Non-fixed",6,"Incentivized die"
716,178,1,9,0.555555582046509,6,2,400,0,30,1350,0,"Non-fixed","Non-fixed",5,"Incentivized die"
716,176,1,9,0.666666686534882,6,4,400,0,30,1350,0,"Non-fixed","Non-fixed",5,"Incentivized die"
716,177,1,10,0.800000011920929,6,3,400,0,30,1500,0,"Non-fixed","Non-fixed",5,"Incentivized die"
716,177,1,11,0.454545468091965,6,1,400,0,30,1650,0,"Non-fixed","Non-fixed",5,"Incentivized die"
716,176,1,10,0.600000023841858,6,7,400,0,30,1500,0,"Non-fixed","Non-fixed",5,"Incentivized die"
716,176,1,10,0.600000023841858,6,5,400,0,30,1500,0,"Non-fixed","Non-fixed",5,"Incentivized die"
716,175,1,11,0.636363625526428,6,10,400,0,30,1650,0,"Non-fixed","Non-fixed",5,"Incentivized die"
716,177,1,11,0.590909063816071,6,9,400,0,30,1650,0,"Non-fixed","Non-fixed",5,"Incentivized die"
716,176,1,11,0.636363625526428,6,8,400,0,30,1650,0,"Non-fixed","Non-fixed",5,"Incentivized die"
716,176,1,10,0.5,6,6,400,0,30,1500,0,"Non-fixed","Non-fixed",5,"Incentivized die"
717,-1,0,12,0,6,1,100,0,10,1800,1,"Non-fixed","Non-fixed",1,"Fixed die"
717,-1,1,11,1,6,2,100,0,10,1650,1,"Non-fixed","Non-fixed",1,"Fixed die"
717,-1,1,10,1,6,3,100,0,10,1500,1,"Non-fixed","Non-fixed",1,"Fixed die"
717,-1,1,11,0.0303030303030303,6,4,100,0,10,1650,1,"Non-fixed","Non-fixed",1,"Fixed die"
717,-1,1,10,1,6,5,100,0,10,1500,1,"Non-fixed","Non-fixed",1,"Fixed die"
717,-1,1,13,1,6,6,100,0,10,1950,1,"Non-fixed","Non-fixed",1,"Fixed die"
717,-1,1,15,1,6,7,100,0,10,2250,1,"Non-fixed","Non-fixed",1,"Fixed die"
717,-1,1,13,1,6,8,100,0,10,1950,1,"Non-fixed","Non-fixed",1,"Fixed die"
717,-1,1,12,1,6,9,100,0,10,1800,1,"Non-fixed","Non-fixed",1,"Fixed die"
717,-1,1,11,1,6,10,100,0,10,1650,1,"Non-fixed","Non-fixed",1,"Fixed die"
718,-1,1,7,1,6,1,400,0,10,1050,0,"Non-fixed","Non-fixed",1,"Fixed die"
718,-1,1,10,1,6,2,400,0,10,1500,0,"Non-fixed","Non-fixed",1,"Fixed die"
718,-1,1,11,1,6,3,400,0,10,1650,0,"Non-fixed","Non-fixed",1,"Fixed die"
718,-1,1,12,1,6,4,400,0,10,1800,0,"Non-fixed","Non-fixed",1,"Fixed die"
718,-1,1,10,1,6,5,400,0,10,1500,0,"Non-fixed","Non-fixed",1,"Fixed die"
718,-1,1,11,1,6,6,400,0,10,1650,0,"Non-fixed","Non-fixed",1,"Fixed die"
718,-1,1,13,1,6,7,400,0,10,1950,0,"Non-fixed","Non-fixed",1,"Fixed die"
718,-1,1,8,1,6,8,400,0,10,1200,0,"Non-fixed","Non-fixed",1,"Fixed die"
718,-1,1,11,1,6,9,400,0,10,1650,0,"Non-fixed","Non-fixed",1,"Fixed die"
718,-1,1,11,1,6,10,400,0,10,1650,0,"Non-fixed","Non-fixed",1,"Fixed die"
719,-1,1,8,0.125,5,1,400,0,10,1200,0,"Non-fixed","Non-fixed",3,"Fixed die"
719,-1,1,9,0.111111111111111,5,2,400,0,10,1350,0,"Non-fixed","Non-fixed",3,"Fixed die"
719,-1,1,6,0.166666666666667,5,3,400,0,10,900,0,"Non-fixed","Non-fixed",3,"Fixed die"
719,-1,1,7,0.142857142857143,5,4,400,0,10,1050,0,"Non-fixed","Non-fixed",3,"Fixed die"
719,-1,1,8,0.75,5,5,400,0,10,1200,0,"Non-fixed","Non-fixed",3,"Fixed die"
719,-1,1,8,0.5,5,6,400,0,10,1200,0,"Non-fixed","Non-fixed",3,"Fixed die"
719,-1,1,7,0.142857142857143,5,7,400,0,10,1050,0,"Non-fixed","Non-fixed",3,"Fixed die"
719,-1,1,9,0.666666666666667,5,8,400,0,10,1350,0,"Non-fixed","Non-fixed",3,"Fixed die"
719,-1,1,9,0.666666666666667,5,9,400,0,10,1350,0,"Non-fixed","Non-fixed",3,"Fixed die"
719,-1,1,10,0.5,5,10,400,0,10,1500,0,"Non-fixed","Non-fixed",3,"Fixed die"
720,-1,0,13,0,7,1,500,0,10,1950,1,"Non-fixed","Non-fixed",6,"Fixed die"
720,-1,0,10,0,7,2,500,0,10,1500,1,"Non-fixed","Non-fixed",6,"Fixed die"
720,-1,0,15,0,7,3,500,0,10,2250,1,"Non-fixed","Non-fixed",6,"Fixed die"
720,-1,0,10,0,7,4,500,0,10,1500,1,"Non-fixed","Non-fixed",6,"Fixed die"
720,-1,0,14,0,7,5,500,0,10,2100,1,"Non-fixed","Non-fixed",6,"Fixed die"
720,-1,0,13,0,7,6,500,0,10,1950,1,"Non-fixed","Non-fixed",6,"Fixed die"
720,-1,0,12,0,7,7,500,0,10,1800,1,"Non-fixed","Non-fixed",6,"Fixed die"
720,-1,0,14,0,7,8,500,0,10,2100,1,"Non-fixed","Non-fixed",6,"Fixed die"
720,-1,0,11,0,7,9,500,0,10,1650,1,"Non-fixed","Non-fixed",6,"Fixed die"
720,-1,0,13,0,7,10,500,0,10,1950,1,"Non-fixed","Non-fixed",6,"Fixed die"
721,-1,1,5,0.333333333333333,7,1,500,0,10,750,0,"Non-fixed","Non-fixed",6,"Fixed die"
721,-1,1,4,0.5,7,2,500,0,10,600,0,"Non-fixed","Non-fixed",6,"Fixed die"
721,-1,1,9,0.555555555555556,7,3,500,0,10,1350,0,"Non-fixed","Non-fixed",6,"Fixed die"
721,-1,1,5,0.733333333333333,7,4,500,0,10,750,0,"Non-fixed","Non-fixed",6,"Fixed die"
721,-1,1,6,0.555555555555556,7,5,500,0,10,900,0,"Non-fixed","Non-fixed",6,"Fixed die"
721,-1,1,5,0.6,7,6,500,0,10,750,0,"Non-fixed","Non-fixed",6,"Fixed die"
721,-1,1,6,0.555555555555556,7,7,500,0,10,900,0,"Non-fixed","Non-fixed",6,"Fixed die"
721,-1,1,6,0.555555555555556,7,8,500,0,10,900,0,"Non-fixed","Non-fixed",6,"Fixed die"
721,-1,1,6,0.888888888888889,7,9,500,0,10,900,0,"Non-fixed","Non-fixed",6,"Fixed die"
721,-1,1,8,0.583333333333333,7,10,500,0,10,1200,0,"Non-fixed","Non-fixed",6,"Fixed die"
722,-1,0,10,0,6,1,0,0,10,1500,0,"Non-fixed","Non-fixed",4,"Fixed die"
722,-1,0,10,0,6,2,0,0,10,1500,0,"Non-fixed","Non-fixed",4,"Fixed die"
722,-1,0,6,0,6,3,0,0,10,900,0,"Non-fixed","Non-fixed",4,"Fixed die"
722,-1,0,9,0,6,4,0,0,10,1350,0,"Non-fixed","Non-fixed",4,"Fixed die"
722,-1,1,9,1,6,5,0,0,10,1350,0,"Non-fixed","Non-fixed",4,"Fixed die"
722,-1,1,8,1,6,6,0,0,10,1200,0,"Non-fixed","Non-fixed",4,"Fixed die"
722,-1,1,9,1,6,7,0,0,10,1350,0,"Non-fixed","Non-fixed",4,"Fixed die"
722,-1,1,5,1,6,8,0,0,10,750,0,"Non-fixed","Non-fixed",4,"Fixed die"
722,-1,1,8,1,6,9,0,0,10,1200,0,"Non-fixed","Non-fixed",4,"Fixed die"
722,-1,1,11,1,6,10,0,0,10,1650,0,"Non-fixed","Non-fixed",4,"Fixed die"
723,-1,1,10,0.2,5,1,500,0,10,1500,0,"Non-fixed","Non-fixed",1,"Fixed die"
723,-1,0,7,0,5,2,500,0,10,1050,0,"Non-fixed","Non-fixed",1,"Fixed die"
723,-1,1,8,0.25,5,3,500,0,10,1200,0,"Non-fixed","Non-fixed",1,"Fixed die"
723,-1,1,10,0.4,5,4,500,0,10,1500,0,"Non-fixed","Non-fixed",1,"Fixed die"
723,-1,1,11,0.272727272727273,5,5,500,0,10,1650,0,"Non-fixed","Non-fixed",1,"Fixed die"
723,-1,1,11,0.363636363636364,5,6,500,0,10,1650,0,"Non-fixed","Non-fixed",1,"Fixed die"
723,-1,1,11,0.272727272727273,5,7,500,0,10,1650,0,"Non-fixed","Non-fixed",1,"Fixed die"
723,-1,1,13,0.923076923076923,5,8,500,0,10,1950,0,"Non-fixed","Non-fixed",1,"Fixed die"
723,-1,1,11,0.818181818181818,5,9,500,0,10,1650,0,"Non-fixed","Non-fixed",1,"Fixed die"
723,-1,1,11,0.636363636363636,5,10,500,0,10,1650,0,"Non-fixed","Non-fixed",1,"Fixed die"
724,-1,1,9,0.333333333333333,8,1,500,0,10,1350,0,"Non-fixed","Non-fixed",3,"Fixed die"
724,-1,1,7,0.428571428571429,8,2,500,0,10,1050,0,"Non-fixed","Non-fixed",3,"Fixed die"
724,-1,1,6,0.5,8,3,500,0,10,900,0,"Non-fixed","Non-fixed",3,"Fixed die"
724,-1,1,8,0.5,8,4,500,0,10,1200,0,"Non-fixed","Non-fixed",3,"Fixed die"
724,-1,1,9,0.666666666666667,8,5,500,0,10,1350,0,"Non-fixed","Non-fixed",3,"Fixed die"
724,-1,1,10,0.8,8,6,500,0,10,1500,0,"Non-fixed","Non-fixed",3,"Fixed die"
724,-1,1,11,0.818181818181818,8,7,500,0,10,1650,0,"Non-fixed","Non-fixed",3,"Fixed die"
724,-1,1,10,0.8,8,8,500,0,10,1500,0,"Non-fixed","Non-fixed",3,"Fixed die"
724,-1,1,10,0.8,8,9,500,0,10,1500,0,"Non-fixed","Non-fixed",3,"Fixed die"
724,-1,1,10,0.8,8,10,500,0,10,1500,0,"Non-fixed","Non-fixed",3,"Fixed die"
725,-1,1,5,0.733333333333333,6,1,300,0,10,750,0,"Non-fixed","Non-fixed",1,"Fixed die"
725,-1,1,7,0.904761904761905,6,2,300,0,10,1050,0,"Non-fixed","Non-fixed",1,"Fixed die"
725,-1,1,8,0.833333333333333,6,3,300,0,10,1200,0,"Non-fixed","Non-fixed",1,"Fixed die"
725,-1,1,7,0.904761904761905,6,4,300,0,10,1050,0,"Non-fixed","Non-fixed",1,"Fixed die"
725,-1,1,6,1,6,5,300,0,10,900,0,"Non-fixed","Non-fixed",1,"Fixed die"
725,-1,1,8,0.833333333333333,6,6,300,0,10,1200,0,"Non-fixed","Non-fixed",1,"Fixed die"
725,-1,1,7,0.333333333333333,6,7,300,0,10,1050,0,"Non-fixed","Non-fixed",1,"Fixed die"
725,-1,1,7,0.904761904761905,6,8,300,0,10,1050,0,"Non-fixed","Non-fixed",1,"Fixed die"
725,-1,1,7,0.904761904761905,6,9,300,0,10,1050,0,"Non-fixed","Non-fixed",1,"Fixed die"
725,-1,1,6,0.888888888888889,6,10,300,0,10,900,0,"Non-fixed","Non-fixed",1,"Fixed die"
726,-1,1,14,1,4,1,500,0,10,2100,1,"Non-fixed","Non-fixed",5,"Fixed die"
726,-1,1,14,1,4,2,500,0,10,2100,1,"Non-fixed","Non-fixed",5,"Fixed die"
726,-1,1,14,1,4,3,500,0,10,2100,1,"Non-fixed","Non-fixed",5,"Fixed die"
726,-1,1,15,1,4,4,500,0,10,2250,1,"Non-fixed","Non-fixed",5,"Fixed die"
726,-1,1,14,1,4,5,500,0,10,2100,1,"Non-fixed","Non-fixed",5,"Fixed die"
726,-1,1,15,1,4,6,500,0,10,2250,1,"Non-fixed","Non-fixed",5,"Fixed die"
726,-1,1,15,1,4,7,500,0,10,2250,1,"Non-fixed","Non-fixed",5,"Fixed die"
726,-1,1,11,1,4,8,500,0,10,1650,1,"Non-fixed","Non-fixed",5,"Fixed die"
726,-1,1,13,1,4,9,500,0,10,1950,1,"Non-fixed","Non-fixed",5,"Fixed die"
726,-1,1,13,1,4,10,500,0,10,1950,1,"Non-fixed","Non-fixed",5,"Fixed die"
727,-1,0,12,0,4,1,500,0,10,1800,1,"Non-fixed","Non-fixed",6,"Fixed die"
727,-1,0,10,0,4,2,500,0,10,1500,1,"Non-fixed","Non-fixed",6,"Fixed die"
727,-1,0,12,0,4,3,500,0,10,1800,1,"Non-fixed","Non-fixed",6,"Fixed die"
727,-1,0,15,0,4,4,500,0,10,2250,1,"Non-fixed","Non-fixed",6,"Fixed die"
727,-1,0,13,0,4,5,500,0,10,1950,1,"Non-fixed","Non-fixed",6,"Fixed die"
727,-1,0,12,0,4,6,500,0,10,1800,1,"Non-fixed","Non-fixed",6,"Fixed die"
727,-1,1,14,0.0476190476190476,4,7,500,0,10,2100,1,"Non-fixed","Non-fixed",6,"Fixed die"
727,-1,0,12,0,4,8,500,0,10,1800,1,"Non-fixed","Non-fixed",6,"Fixed die"
727,-1,0,14,0,4,9,500,0,10,2100,1,"Non-fixed","Non-fixed",6,"Fixed die"
727,-1,0,14,0,4,10,500,0,10,2100,1,"Non-fixed","Non-fixed",6,"Fixed die"
728,-1,1,7,1,0,1,400,0,10,1050,0,"Non-fixed","Non-fixed",2,"Fixed die"
728,-1,1,11,1,0,2,400,0,10,1650,0,"Non-fixed","Non-fixed",2,"Fixed die"
728,-1,1,10,1,0,3,400,0,10,1500,0,"Non-fixed","Non-fixed",2,"Fixed die"
728,-1,1,9,1,0,4,400,0,10,1350,0,"Non-fixed","Non-fixed",2,"Fixed die"
728,-1,1,6,1,0,5,400,0,10,900,0,"Non-fixed","Non-fixed",2,"Fixed die"
728,-1,1,9,1,0,6,400,0,10,1350,0,"Non-fixed","Non-fixed",2,"Fixed die"
728,-1,1,10,1,0,7,400,0,10,1500,0,"Non-fixed","Non-fixed",2,"Fixed die"
728,-1,1,10,1,0,8,400,0,10,1500,0,"Non-fixed","Non-fixed",2,"Fixed die"
728,-1,1,7,1,0,9,400,0,10,1050,0,"Non-fixed","Non-fixed",2,"Fixed die"
728,-1,1,7,1,0,10,400,0,10,1050,0,"Non-fixed","Non-fixed",2,"Fixed die"
729,-1,0,5,0,5,1,400,0,10,750,0,"Non-fixed","Non-fixed",2,"Fixed die"
729,-1,0,8,0,5,2,400,0,10,1200,0,"Non-fixed","Non-fixed",2,"Fixed die"
729,-1,0,7,0,5,3,400,0,10,1050,0,"Non-fixed","Non-fixed",2,"Fixed die"
729,-1,0,7,0,5,4,400,0,10,1050,0,"Non-fixed","Non-fixed",2,"Fixed die"
729,-1,0,9,0,5,5,400,0,10,1350,0,"Non-fixed","Non-fixed",2,"Fixed die"
729,-1,0,9,0,5,6,400,0,10,1350,0,"Non-fixed","Non-fixed",2,"Fixed die"
729,-1,0,8,0,5,7,400,0,10,1200,0,"Non-fixed","Non-fixed",2,"Fixed die"
729,-1,0,7,0,5,8,400,0,10,1050,0,"Non-fixed","Non-fixed",2,"Fixed die"
729,-1,0,10,0,5,9,400,0,10,1500,0,"Non-fixed","Non-fixed",2,"Fixed die"
729,-1,0,9,0,5,10,400,0,10,1350,0,"Non-fixed","Non-fixed",2,"Fixed die"
730,-1,1,12,1,9,1,100,0,10,1800,1,"Non-fixed","Non-fixed",5,"Fixed die"
730,-1,1,13,1,9,2,100,0,10,1950,1,"Non-fixed","Non-fixed",5,"Fixed die"
730,-1,1,13,1,9,3,100,0,10,1950,1,"Non-fixed","Non-fixed",5,"Fixed die"
730,-1,1,13,1,9,4,100,0,10,1950,1,"Non-fixed","Non-fixed",5,"Fixed die"
730,-1,1,13,1,9,5,100,0,10,1950,1,"Non-fixed","Non-fixed",5,"Fixed die"
730,-1,1,14,1,9,6,100,0,10,2100,1,"Non-fixed","Non-fixed",5,"Fixed die"
730,-1,1,16,1,9,7,100,0,10,2400,1,"Non-fixed","Non-fixed",5,"Fixed die"
730,-1,1,12,1,9,8,100,0,10,1800,1,"Non-fixed","Non-fixed",5,"Fixed die"
730,-1,1,14,1,9,9,100,0,10,2100,1,"Non-fixed","Non-fixed",5,"Fixed die"
730,-1,1,13,1,9,10,100,0,10,1950,1,"Non-fixed","Non-fixed",5,"Fixed die"
731,-1,0,20,0,4,1,300,0,10,3000,1,"Non-fixed","Non-fixed",3,"Fixed die"
731,-1,0,16,0,4,2,300,0,10,2400,1,"Non-fixed","Non-fixed",3,"Fixed die"
731,-1,0,14,0,4,3,300,0,10,2100,1,"Non-fixed","Non-fixed",3,"Fixed die"
731,-1,1,14,0.285714285714286,4,4,300,0,10,2100,1,"Non-fixed","Non-fixed",3,"Fixed die"
731,-1,1,14,1,4,5,300,0,10,2100,1,"Non-fixed","Non-fixed",3,"Fixed die"
731,-1,1,14,1,4,6,300,0,10,2100,1,"Non-fixed","Non-fixed",3,"Fixed die"
731,-1,1,15,1,4,7,300,0,10,2250,1,"Non-fixed","Non-fixed",3,"Fixed die"
731,-1,1,17,1,4,8,300,0,10,2550,1,"Non-fixed","Non-fixed",3,"Fixed die"
731,-1,1,20,1,4,9,300,0,10,3000,1,"Non-fixed","Non-fixed",3,"Fixed die"
731,-1,1,17,1,4,10,300,0,10,2550,1,"Non-fixed","Non-fixed",3,"Fixed die"
732,-1,1,4,0.0833333333333333,7,1,500,0,10,600,0,"Non-fixed","Non-fixed",5,"Fixed die"
732,-1,1,6,0.0222222222222222,7,2,500,0,10,900,0,"Non-fixed","Non-fixed",5,"Fixed die"
732,-1,1,2,0.0333333333333333,7,3,500,0,10,300,0,"Non-fixed","Non-fixed",5,"Fixed die"
732,-1,1,2,0.166666666666667,7,4,500,0,10,300,0,"Non-fixed","Non-fixed",5,"Fixed die"
732,-1,1,6,0.0222222222222222,7,5,500,0,10,900,0,"Non-fixed","Non-fixed",5,"Fixed die"
732,-1,0,4,0,7,6,500,0,10,600,0,"Non-fixed","Non-fixed",5,"Fixed die"
732,-1,1,5,0.0133333333333333,7,7,500,0,10,750,0,"Non-fixed","Non-fixed",5,"Fixed die"
732,-1,0,6,0,7,8,500,0,10,900,0,"Non-fixed","Non-fixed",5,"Fixed die"
732,-1,0,2,0,7,9,500,0,10,300,0,"Non-fixed","Non-fixed",5,"Fixed die"
732,-1,0,4,0,7,10,500,0,10,600,0,"Non-fixed","Non-fixed",5,"Fixed die"
733,-1,0,13,0,5,1,500,0,20,1950,1,"Non-fixed","Non-fixed",6,"Fixed die"
733,-1,1,15,0.111111111111111,5,2,500,0,20,2250,1,"Non-fixed","Non-fixed",6,"Fixed die"
733,-1,1,15,0.111111111111111,5,3,500,0,20,2250,1,"Non-fixed","Non-fixed",6,"Fixed die"
733,-1,1,13,0.487179487179487,5,4,500,0,20,1950,1,"Non-fixed","Non-fixed",6,"Fixed die"
733,-1,1,12,0.444444444444444,5,5,500,0,20,1800,1,"Non-fixed","Non-fixed",6,"Fixed die"
733,-1,1,13,1,5,6,500,0,20,1950,1,"Non-fixed","Non-fixed",6,"Fixed die"
733,-1,1,14,0.523809523809524,5,7,500,0,20,2100,1,"Non-fixed","Non-fixed",6,"Fixed die"
733,-1,0,17,0,5,8,500,0,20,2550,1,"Non-fixed","Non-fixed",6,"Fixed die"
733,-1,1,15,0.111111111111111,5,9,500,0,20,2250,1,"Non-fixed","Non-fixed",6,"Fixed die"
733,-1,1,11,0.696969696969697,5,10,500,0,20,1650,1,"Non-fixed","Non-fixed",6,"Fixed die"
734,-1,1,11,0.878787878787879,7,1,350,0,20,1650,1,"Non-fixed","Non-fixed",2,"Fixed die"
