"sujeto","grupo","cheat","ncorrectret","percevaded","safechoices","period","offerdg","auditrate","taxrate","profitret","perform_high","treatment_lab","treatment2_lab","realdie","die_type"
654,162,1,12,1,4,6,0,0,10,1800,1,"Non-fixed","Non-fixed",6,"Incentivized die"
654,161,1,11,1,4,4,0,0,10,1650,1,"Non-fixed","Non-fixed",6,"Incentivized die"
655,162,1,8,1,4,5,300,0,10,1200,0,"Non-fixed","Non-fixed",5,"Incentivized die"
655,164,1,9,1,4,2,300,0,10,1350,0,"Non-fixed","Non-fixed",5,"Incentivized die"
655,161,1,9,1,4,4,300,0,10,1350,0,"Non-fixed","Non-fixed",5,"Incentivized die"
655,162,1,11,1,4,8,300,0,10,1650,0,"Non-fixed","Non-fixed",5,"Incentivized die"
655,161,1,12,1,4,7,300,0,10,1800,0,"Non-fixed","Non-fixed",5,"Incentivized die"
655,162,1,11,1,4,10,300,0,10,1650,0,"Non-fixed","Non-fixed",5,"Incentivized die"
655,161,1,9,1,4,3,300,0,10,1350,0,"Non-fixed","Non-fixed",5,"Incentivized die"
655,164,1,10,1,4,9,300,0,10,1500,0,"Non-fixed","Non-fixed",5,"Incentivized die"
655,161,1,10,1,4,6,300,0,10,1500,0,"Non-fixed","Non-fixed",5,"Incentivized die"
655,164,1,11,1,4,1,300,0,10,1650,0,"Non-fixed","Non-fixed",5,"Incentivized die"
656,162,0,10,0,6,2,500,0,10,1500,0,"Non-fixed","Non-fixed",4,"Incentivized die"
656,162,0,9,0,6,9,500,0,10,1350,0,"Non-fixed","Non-fixed",4,"Incentivized die"
656,163,0,8,0,6,3,500,0,10,1200,0,"Non-fixed","Non-fixed",4,"Incentivized die"
656,164,0,12,0,6,7,500,0,10,1800,0,"Non-fixed","Non-fixed",4,"Incentivized die"
656,164,0,11,0,6,5,500,0,10,1650,0,"Non-fixed","Non-fixed",4,"Incentivized die"
656,163,0,11,0,6,8,500,0,10,1650,0,"Non-fixed","Non-fixed",4,"Incentivized die"
656,161,0,10,0,6,10,500,0,10,1500,0,"Non-fixed","Non-fixed",4,"Incentivized die"
656,163,0,9,0,6,6,500,0,10,1350,0,"Non-fixed","Non-fixed",4,"Incentivized die"
656,164,0,7,0,6,1,500,0,10,1050,0,"Non-fixed","Non-fixed",4,"Incentivized die"
656,163,0,9,0,6,4,500,0,10,1350,0,"Non-fixed","Non-fixed",4,"Incentivized die"
657,161,1,16,1,7,1,0,0,10,2400,1,"Non-fixed","Non-fixed",6,"Incentivized die"
657,164,1,13,1,7,3,0,0,10,1950,1,"Non-fixed","Non-fixed",6,"Incentivized die"
657,161,1,15,1,7,5,0,0,10,2250,1,"Non-fixed","Non-fixed",6,"Incentivized die"
657,163,1,16,1,7,10,0,0,10,2400,1,"Non-fixed","Non-fixed",6,"Incentivized die"
657,164,1,14,1,7,9,0,0,10,2100,1,"Non-fixed","Non-fixed",6,"Incentivized die"
657,162,1,17,1,7,7,0,0,10,2550,1,"Non-fixed","Non-fixed",6,"Incentivized die"
657,163,1,17,1,7,8,0,0,10,2550,1,"Non-fixed","Non-fixed",6,"Incentivized die"
657,162,1,16,1,7,4,0,0,10,2400,1,"Non-fixed","Non-fixed",6,"Incentivized die"
657,163,1,15,1,7,6,0,0,10,2250,1,"Non-fixed","Non-fixed",6,"Incentivized die"
657,161,1,14,1,7,2,0,0,10,2100,1,"Non-fixed","Non-fixed",6,"Incentivized die"
658,162,1,9,1,9,6,0,0,10,1350,0,"Non-fixed","Non-fixed",6,"Incentivized die"
658,164,1,9,1,9,8,0,0,10,1350,0,"Non-fixed","Non-fixed",6,"Incentivized die"
658,164,1,10,1,9,4,0,0,10,1500,0,"Non-fixed","Non-fixed",6,"Incentivized die"
658,161,1,7,1,9,2,0,0,10,1050,0,"Non-fixed","Non-fixed",6,"Incentivized die"
658,163,1,10,1,9,7,0,0,10,1500,0,"Non-fixed","Non-fixed",6,"Incentivized die"
658,163,1,11,1,9,1,0,0,10,1650,0,"Non-fixed","Non-fixed",6,"Incentivized die"
658,162,1,10,1,9,9,0,0,10,1500,0,"Non-fixed","Non-fixed",6,"Incentivized die"
658,163,1,13,1,9,10,0,0,10,1950,0,"Non-fixed","Non-fixed",6,"Incentivized die"
658,163,1,11,1,9,5,0,0,10,1650,0,"Non-fixed","Non-fixed",6,"Incentivized die"
658,163,1,9,1,9,3,0,0,10,1350,0,"Non-fixed","Non-fixed",6,"Incentivized die"
659,161,1,13,0.984615385532379,6,7,1000,0,10,1950,0,"Non-fixed","Non-fixed",5,"Incentivized die"
659,164,1,9,0.977777779102325,6,8,1000,0,10,1350,0,"Non-fixed","Non-fixed",5,"Incentivized die"
659,161,1,12,0.983333349227905,6,4,1000,0,10,1800,0,"Non-fixed","Non-fixed",5,"Incentivized die"
659,161,1,10,1,6,3,1000,0,10,1500,0,"Non-fixed","Non-fixed",5,"Incentivized die"
659,161,1,7,0.971428573131561,6,1,1000,0,10,1050,0,"Non-fixed","Non-fixed",5,"Incentivized die"
659,161,1,8,1,6,9,1000,0,10,1200,0,"Non-fixed","Non-fixed",5,"Incentivized die"
659,162,1,11,0.981818199157715,6,5,1000,0,10,1650,0,"Non-fixed","Non-fixed",5,"Incentivized die"
659,162,1,11,0.0909090936183929,6,2,1000,0,10,1650,0,"Non-fixed","Non-fixed",5,"Incentivized die"
659,162,1,11,0.981818199157715,6,6,1000,0,10,1650,0,"Non-fixed","Non-fixed",5,"Incentivized die"
659,164,1,13,1,6,10,1000,0,10,1950,0,"Non-fixed","Non-fixed",5,"Incentivized die"
660,164,1,10,1,10,6,500,0,10,1500,0,"Non-fixed","Non-fixed",1,"Incentivized die"
660,162,0,6,0,10,7,500,0,10,900,0,"Non-fixed","Non-fixed",1,"Incentivized die"
660,162,1,7,0.0476190485060215,10,5,500,0,10,1050,0,"Non-fixed","Non-fixed",1,"Incentivized die"
660,162,1,9,0.974074065685272,10,3,500,0,10,1350,0,"Non-fixed","Non-fixed",1,"Incentivized die"
660,162,0,8,0,10,1,500,0,10,1200,0,"Non-fixed","Non-fixed",1,"Incentivized die"
660,161,1,8,1,10,2,500,0,10,1200,0,"Non-fixed","Non-fixed",1,"Incentivized die"
660,161,1,11,0.978787899017334,10,10,500,0,10,1650,0,"Non-fixed","Non-fixed",1,"Incentivized die"
660,164,1,8,1,10,8,500,0,10,1200,0,"Non-fixed","Non-fixed",1,"Incentivized die"
660,162,1,8,0.990000009536743,10,4,500,0,10,1200,0,"Non-fixed","Non-fixed",1,"Incentivized die"
660,163,1,12,0.555555582046509,10,9,500,0,10,1800,0,"Non-fixed","Non-fixed",1,"Incentivized die"
661,165,1,22,1,7,8,0,0,10,3300,1,"Non-fixed","Non-fixed",6,"Incentivized die"
661,165,1,21,1,7,1,0,0,10,3150,1,"Non-fixed","Non-fixed",6,"Incentivized die"
661,165,1,22,1,7,3,0,0,10,3300,1,"Non-fixed","Non-fixed",6,"Incentivized die"
661,166,1,22,1,7,4,0,0,10,3300,1,"Non-fixed","Non-fixed",6,"Incentivized die"
661,165,1,20,1,7,5,0,0,10,3000,1,"Non-fixed","Non-fixed",6,"Incentivized die"
661,167,1,24,1,7,6,0,0,10,3600,1,"Non-fixed","Non-fixed",6,"Incentivized die"
661,168,1,26,1,7,7,0,0,10,3900,1,"Non-fixed","Non-fixed",6,"Incentivized die"
661,166,1,21,1,7,2,0,0,10,3150,1,"Non-fixed","Non-fixed",6,"Incentivized die"
661,168,1,27,1,7,9,0,0,10,4050,1,"Non-fixed","Non-fixed",6,"Incentivized die"
661,168,1,29,1,7,10,0,0,10,4350,1,"Non-fixed","Non-fixed",6,"Incentivized die"
662,165,1,11,1,6,3,0,0,10,1650,0,"Non-fixed","Non-fixed",5,"Incentivized die"
662,166,1,8,1,6,7,0,0,10,1200,0,"Non-fixed","Non-fixed",5,"Incentivized die"
662,166,1,11,1,6,4,0,0,10,1650,0,"Non-fixed","Non-fixed",5,"Incentivized die"
662,165,1,12,1,6,9,0,0,10,1800,0,"Non-fixed","Non-fixed",5,"Incentivized die"
662,165,1,10,1,6,1,0,0,10,1500,0,"Non-fixed","Non-fixed",5,"Incentivized die"
662,167,1,11,1,6,2,0,0,10,1650,0,"Non-fixed","Non-fixed",5,"Incentivized die"
662,168,1,9,1,6,8,0,0,10,1350,0,"Non-fixed","Non-fixed",5,"Incentivized die"
662,166,1,10,1,6,6,0,0,10,1500,0,"Non-fixed","Non-fixed",5,"Incentivized die"
662,165,1,10,1,6,5,0,0,10,1500,0,"Non-fixed","Non-fixed",5,"Incentivized die"
662,168,1,13,1,6,10,0,0,10,1950,0,"Non-fixed","Non-fixed",5,"Incentivized die"
663,166,1,18,1,6,9,499,0,10,2700,1,"Non-fixed","Non-fixed",3,"Incentivized die"
663,168,1,19,1,6,5,499,0,10,2850,1,"Non-fixed","Non-fixed",3,"Incentivized die"
663,167,1,14,1,6,4,499,0,10,2100,1,"Non-fixed","Non-fixed",3,"Incentivized die"
663,167,1,19,1,6,10,499,0,10,2850,1,"Non-fixed","Non-fixed",3,"Incentivized die"
663,166,1,22,1,6,2,499,0,10,3300,1,"Non-fixed","Non-fixed",3,"Incentivized die"
663,166,1,18,1,6,1,499,0,10,2700,1,"Non-fixed","Non-fixed",3,"Incentivized die"
663,166,1,16,1,6,8,499,0,10,2400,1,"Non-fixed","Non-fixed",3,"Incentivized die"
663,165,1,18,1,6,6,499,0,10,2700,1,"Non-fixed","Non-fixed",3,"Incentivized die"
663,168,1,19,1,6,3,499,0,10,2850,1,"Non-fixed","Non-fixed",3,"Incentivized die"
663,166,1,22,1,6,7,499,0,10,3300,1,"Non-fixed","Non-fixed",3,"Incentivized die"
664,166,1,15,1,7,6,250,0,10,2250,1,"Non-fixed","Non-fixed",3,"Incentivized die"
664,167,1,12,1,7,7,250,0,10,1800,1,"Non-fixed","Non-fixed",3,"Incentivized die"
664,165,1,13,1,7,10,250,0,10,1950,1,"Non-fixed","Non-fixed",3,"Incentivized die"
664,165,1,12,1,7,5,250,0,10,1800,1,"Non-fixed","Non-fixed",3,"Incentivized die"
664,167,1,12,1,7,9,250,0,10,1800,1,"Non-fixed","Non-fixed",3,"Incentivized die"
664,167,1,13,1,7,1,250,0,10,1950,1,"Non-fixed","Non-fixed",3,"Incentivized die"
664,168,1,13,1,7,2,250,0,10,1950,1,"Non-fixed","Non-fixed",3,"Incentivized die"
664,165,1,13,1,7,3,250,0,10,1950,1,"Non-fixed","Non-fixed",3,"Incentivized die"
664,168,1,9,1,7,8,250,0,10,1350,1,"Non-fixed","Non-fixed",3,"Incentivized die"
664,165,1,15,1,7,4,250,0,10,2250,1,"Non-fixed","Non-fixed",3,"Incentivized die"
665,167,0,8,0,9,7,500,0,10,1200,0,"Non-fixed","Non-fixed",1,"Incentivized die"
665,167,1,7,0.904761910438538,9,2,500,0,10,1050,0,"Non-fixed","Non-fixed",1,"Incentivized die"
665,167,0,6,0,9,1,500,0,10,900,0,"Non-fixed","Non-fixed",1,"Incentivized die"
665,165,0,4,0,9,10,500,0,10,600,0,"Non-fixed","Non-fixed",1,"Incentivized die"
665,168,0,10,0,9,6,500,0,10,1500,0,"Non-fixed","Non-fixed",1,"Incentivized die"
665,167,0,11,0,9,8,500,0,10,1650,0,"Non-fixed","Non-fixed",1,"Incentivized die"
665,167,1,9,0.92592591047287,9,3,500,0,10,1350,0,"Non-fixed","Non-fixed",1,"Incentivized die"
665,168,1,5,0.0666666701436043,9,5,500,0,10,750,0,"Non-fixed","Non-fixed",1,"Incentivized die"
665,165,1,9,0.259259253740311,9,4,500,0,10,1350,0,"Non-fixed","Non-fixed",1,"Incentivized die"
665,168,0,10,0,9,9,500,0,10,1500,0,"Non-fixed","Non-fixed",1,"Incentivized die"
666,165,0,11,0,7,1,300,0,10,1650,0,"Non-fixed","Non-fixed",4,"Incentivized die"
666,167,1,11,1,7,7,300,0,10,1650,0,"Non-fixed","Non-fixed",4,"Incentivized die"
666,166,1,9,1,7,5,300,0,10,1350,0,"Non-fixed","Non-fixed",4,"Incentivized die"
666,165,1,11,1,7,6,300,0,10,1650,0,"Non-fixed","Non-fixed",4,"Incentivized die"
666,165,1,10,1,7,4,300,0,10,1500,0,"Non-fixed","Non-fixed",4,"Incentivized die"
666,165,1,9,1,7,2,300,0,10,1350,0,"Non-fixed","Non-fixed",4,"Incentivized die"
666,166,1,10,1,7,10,300,0,10,1500,0,"Non-fixed","Non-fixed",4,"Incentivized die"
666,165,1,10,1,7,8,300,0,10,1500,0,"Non-fixed","Non-fixed",4,"Incentivized die"
666,165,1,9,1,7,9,300,0,10,1350,0,"Non-fixed","Non-fixed",4,"Incentivized die"
666,168,1,10,1,7,3,300,0,10,1500,0,"Non-fixed","Non-fixed",4,"Incentivized die"
667,168,1,13,0.487179487943649,9,4,300,0,10,1950,0,"Non-fixed","Non-fixed",4,"Incentivized die"
667,166,0,9,0,9,1,300,0,10,1350,0,"Non-fixed","Non-fixed",4,"Incentivized die"
667,166,1,9,1,9,10,300,0,10,1350,0,"Non-fixed","Non-fixed",4,"Incentivized die"
667,166,0,12,0,9,2,300,0,10,1800,0,"Non-fixed","Non-fixed",4,"Incentivized die"
667,165,1,12,1,9,8,300,0,10,1800,0,"Non-fixed","Non-fixed",4,"Incentivized die"
667,165,1,11,0.636363625526428,9,5,300,0,10,1650,0,"Non-fixed","Non-fixed",4,"Incentivized die"
667,165,0,7,0,9,3,300,0,10,1050,0,"Non-fixed","Non-fixed",4,"Incentivized die"
667,168,1,10,1,9,6,300,0,10,1500,0,"Non-fixed","Non-fixed",4,"Incentivized die"
667,165,1,7,1,9,7,300,0,10,1050,0,"Non-fixed","Non-fixed",4,"Incentivized die"
667,166,1,11,1,9,9,300,0,10,1650,0,"Non-fixed","Non-fixed",4,"Incentivized die"
668,167,1,8,0.16666667163372,8,4,100,0,10,1200,0,"Non-fixed","Non-fixed",3,"Incentivized die"
668,166,1,7,0.142857149243355,8,3,100,0,10,1050,0,"Non-fixed","Non-fixed",3,"Incentivized die"
668,168,1,11,0.393939405679703,8,9,100,0,10,1650,0,"Non-fixed","Non-fixed",3,"Incentivized die"
668,167,1,11,0.333333343267441,8,5,100,0,10,1650,0,"Non-fixed","Non-fixed",3,"Incentivized die"
668,168,1,11,0.272727280855179,8,7,100,0,10,1650,0,"Non-fixed","Non-fixed",3,"Incentivized die"
668,167,1,8,0.16666667163372,8,2,100,0,10,1200,0,"Non-fixed","Non-fixed",3,"Incentivized die"
668,165,1,9,0.407407402992249,8,8,100,0,10,1350,0,"Non-fixed","Non-fixed",3,"Incentivized die"
668,168,1,9,0.259259253740311,8,1,100,0,10,1350,0,"Non-fixed","Non-fixed",3,"Incentivized die"
668,167,1,12,0.333333343267441,8,10,100,0,10,1800,0,"Non-fixed","Non-fixed",3,"Incentivized die"
668,166,1,9,0.259259253740311,8,6,100,0,10,1350,0,"Non-fixed","Non-fixed",3,"Incentivized die"
669,166,1,12,0.222222223877907,4,6,0,0,10,1800,1,"Non-fixed","Non-fixed",6,"Incentivized die"
669,167,1,12,1,4,3,0,0,10,1800,1,"Non-fixed","Non-fixed",6,"Incentivized die"
669,168,1,10,1,4,2,0,0,10,1500,1,"Non-fixed","Non-fixed",6,"Incentivized die"
669,168,1,12,1,4,7,0,0,10,1800,1,"Non-fixed","Non-fixed",6,"Incentivized die"
669,167,1,10,1,4,10,0,0,10,1500,1,"Non-fixed","Non-fixed",6,"Incentivized die"
669,168,1,11,1,4,9,0,0,10,1650,1,"Non-fixed","Non-fixed",6,"Incentivized die"
669,168,1,12,0.16666667163372,4,4,0,0,10,1800,1,"Non-fixed","Non-fixed",6,"Incentivized die"
669,167,1,9,1,4,8,0,0,10,1350,1,"Non-fixed","Non-fixed",6,"Incentivized die"
669,168,1,12,1,4,5,0,0,10,1800,1,"Non-fixed","Non-fixed",6,"Incentivized die"
669,165,1,11,0.575757563114166,4,1,0,0,10,1650,1,"Non-fixed","Non-fixed",6,"Incentivized die"
670,166,1,12,1,4,5,0,0,10,1800,1,"Non-fixed","Non-fixed",6,"Incentivized die"
670,168,1,12,1,4,1,0,0,10,1800,1,"Non-fixed","Non-fixed",6,"Incentivized die"
670,166,1,14,1,4,3,0,0,10,2100,1,"Non-fixed","Non-fixed",6,"Incentivized die"
670,168,1,16,1,4,7,0,0,10,2400,1,"Non-fixed","Non-fixed",6,"Incentivized die"
670,168,1,15,1,4,2,0,0,10,2250,1,"Non-fixed","Non-fixed",6,"Incentivized die"
670,167,1,15,1,4,4,0,0,10,2250,1,"Non-fixed","Non-fixed",6,"Incentivized die"
670,168,1,15,1,4,8,0,0,10,2250,1,"Non-fixed","Non-fixed",6,"Incentivized die"
670,165,1,13,1,4,6,0,0,10,1950,1,"Non-fixed","Non-fixed",6,"Incentivized die"
670,166,1,12,1,4,10,0,0,10,1800,1,"Non-fixed","Non-fixed",6,"Incentivized die"
670,167,1,16,1,4,9,0,0,10,2400,1,"Non-fixed","Non-fixed",6,"Incentivized die"
671,168,1,5,0.998666644096375,5,8,500,0,10,750,0,"Non-fixed","Non-fixed",5,"Incentivized die"
671,167,1,4,0.983333349227905,5,9,500,0,10,600,0,"Non-fixed","Non-fixed",5,"Incentivized die"
671,167,1,9,0.999259233474731,5,6,500,0,10,1350,0,"Non-fixed","Non-fixed",5,"Incentivized die"
671,166,1,7,0.999047636985779,5,5,500,0,10,1050,0,"Non-fixed","Non-fixed",5,"Incentivized die"
671,165,1,10,0.999333322048187,5,7,500,0,10,1500,0,"Non-fixed","Non-fixed",5,"Incentivized die"
671,165,1,4,0.998333334922791,5,4,500,0,10,600,0,"Non-fixed","Non-fixed",5,"Incentivized die"
671,166,1,6,0.998888909816742,5,1,500,0,10,900,0,"Non-fixed","Non-fixed",5,"Incentivized die"
671,165,1,5,0.986666679382324,5,10,500,0,10,750,0,"Non-fixed","Non-fixed",5,"Incentivized die"
671,168,1,5,0.998666644096375,5,3,500,0,10,750,0,"Non-fixed","Non-fixed",5,"Incentivized die"
671,165,1,4,0.998333334922791,5,2,500,0,10,600,0,"Non-fixed","Non-fixed",5,"Incentivized die"
672,166,1,10,1,7,8,500,0,10,1500,1,"Non-fixed","Non-fixed",1,"Incentivized die"
672,166,0,12,0,7,3,500,0,10,1800,1,"Non-fixed","Non-fixed",1,"Incentivized die"
672,165,1,14,1,7,7,500,0,10,2100,1,"Non-fixed","Non-fixed",1,"Incentivized die"
672,166,1,16,1,7,10,500,0,10,2400,1,"Non-fixed","Non-fixed",1,"Incentivized die"
672,167,1,10,1,7,6,500,0,10,1500,1,"Non-fixed","Non-fixed",1,"Incentivized die"
672,165,1,13,1,7,9,500,0,10,1950,1,"Non-fixed","Non-fixed",1,"Incentivized die"
672,167,0,12,0,7,2,500,0,10,1800,1,"Non-fixed","Non-fixed",1,"Incentivized die"
672,167,0,11,0,7,1,500,0,10,1650,1,"Non-fixed","Non-fixed",1,"Incentivized die"
672,167,0,9,0,7,4,500,0,10,1350,1,"Non-fixed","Non-fixed",1,"Incentivized die"
672,168,0,13,0,7,5,500,0,10,1950,1,"Non-fixed","Non-fixed",1,"Incentivized die"
673,168,1,11,1,7,6,400,0,10,1650,1,"Non-fixed","Non-fixed",6,"Incentivized die"
673,166,1,15,1,7,8,400,0,10,2250,1,"Non-fixed","Non-fixed",6,"Incentivized die"
673,168,1,17,1,7,4,400,0,10,2550,1,"Non-fixed","Non-fixed",6,"Incentivized die"
673,168,1,13,1,7,2,400,0,10,1950,1,"Non-fixed","Non-fixed",6,"Incentivized die"
673,167,1,18,1,7,9,400,0,10,2700,1,"Non-fixed","Non-fixed",6,"Incentivized die"
673,168,1,17,1,7,10,400,0,10,2550,1,"Non-fixed","Non-fixed",6,"Incentivized die"
673,167,1,19,1,7,3,400,0,10,2850,1,"Non-fixed","Non-fixed",6,"Incentivized die"
673,166,1,17,1,7,7,400,0,10,2550,1,"Non-fixed","Non-fixed",6,"Incentivized die"
673,167,1,18,1,7,5,400,0,10,2700,1,"Non-fixed","Non-fixed",6,"Incentivized die"
673,168,1,18,0.259259253740311,7,1,400,0,10,2700,1,"Non-fixed","Non-fixed",6,"Incentivized die"
674,166,0,7,0,5,4,1000,0,10,1050,0,"Non-fixed","Non-fixed",2,"Incentivized die"
674,165,0,11,0,5,2,1000,0,10,1650,0,"Non-fixed","Non-fixed",2,"Incentivized die"
674,165,0,9,0,5,10,1000,0,10,1350,0,"Non-fixed","Non-fixed",2,"Incentivized die"
674,167,0,7,0,5,6,1000,0,10,1050,0,"Non-fixed","Non-fixed",2,"Incentivized die"
674,167,0,9,0,5,5,1000,0,10,1350,0,"Non-fixed","Non-fixed",2,"Incentivized die"
674,166,0,10,0,5,1,1000,0,10,1500,0,"Non-fixed","Non-fixed",2,"Incentivized die"
674,166,0,11,0,5,7,1000,0,10,1650,0,"Non-fixed","Non-fixed",2,"Incentivized die"
674,166,0,11,0,5,9,1000,0,10,1650,0,"Non-fixed","Non-fixed",2,"Incentivized die"
674,166,0,11,0,5,3,1000,0,10,1650,0,"Non-fixed","Non-fixed",2,"Incentivized die"
674,166,0,8,0,5,8,1000,0,10,1200,0,"Non-fixed","Non-fixed",2,"Incentivized die"
675,165,1,10,1,9,6,0,0,10,1500,1,"Non-fixed","Non-fixed",6,"Incentivized die"
675,166,1,12,1,9,2,0,0,10,1800,1,"Non-fixed","Non-fixed",6,"Incentivized die"
675,168,1,8,1,9,1,0,0,10,1200,1,"Non-fixed","Non-fixed",6,"Incentivized die"
675,166,1,12,1,9,4,0,0,10,1800,1,"Non-fixed","Non-fixed",6,"Incentivized die"
675,168,1,12,1,9,10,0,0,10,1800,1,"Non-fixed","Non-fixed",6,"Incentivized die"
675,167,1,12,1,9,5,0,0,10,1800,1,"Non-fixed","Non-fixed",6,"Incentivized die"
675,165,1,9,1,9,9,0,0,10,1350,1,"Non-fixed","Non-fixed",6,"Incentivized die"
675,167,1,9,1,9,8,0,0,10,1350,1,"Non-fixed","Non-fixed",6,"Incentivized die"
675,167,1,12,1,9,7,0,0,10,1800,1,"Non-fixed","Non-fixed",6,"Incentivized die"
675,167,1,9,1,9,3,0,0,10,1350,1,"Non-fixed","Non-fixed",6,"Incentivized die"
676,168,1,9,0.992592573165894,6,6,400,0,10,1350,1,"Non-fixed","Non-fixed",6,"Incentivized die"
676,167,1,12,0.899999976158142,6,1,400,0,10,1800,1,"Non-fixed","Non-fixed",6,"Incentivized die"
676,167,1,12,0.993333339691162,6,10,400,0,10,1800,1,"Non-fixed","Non-fixed",6,"Incentivized die"
676,166,1,13,0.99487179517746,6,9,400,0,10,1950,1,"Non-fixed","Non-fixed",6,"Incentivized die"
676,167,1,10,0.990000009536743,6,8,400,0,10,1500,1,"Non-fixed","Non-fixed",6,"Incentivized die"
676,166,1,13,0.992307662963867,6,5,400,0,10,1950,1,"Non-fixed","Non-fixed",6,"Incentivized die"
676,168,1,10,0.993333339691162,6,4,400,0,10,1500,1,"Non-fixed","Non-fixed",6,"Incentivized die"
676,165,1,9,0.990370392799377,6,2,400,0,10,1350,1,"Non-fixed","Non-fixed",6,"Incentivized die"
676,165,1,11,0.993939399719238,6,7,400,0,10,1650,1,"Non-fixed","Non-fixed",6,"Incentivized die"
676,168,1,12,0.990000009536743,6,3,400,0,10,1800,1,"Non-fixed","Non-fixed",6,"Incentivized die"
677,170,0,9,0,5,3,500,0,10,1350,0,"Non-fixed","Non-fixed",6,"Incentivized die"
677,169,0,5,0,5,1,500,0,10,750,0,"Non-fixed","Non-fixed",6,"Incentivized die"
677,169,0,9,0,5,10,500,0,10,1350,0,"Non-fixed","Non-fixed",6,"Incentivized die"
677,170,0,8,0,5,5,500,0,10,1200,0,"Non-fixed","Non-fixed",6,"Incentivized die"
677,170,0,7,0,5,8,500,0,10,1050,0,"Non-fixed","Non-fixed",6,"Incentivized die"
677,171,0,6,0,5,7,500,0,10,900,0,"Non-fixed","Non-fixed",6,"Incentivized die"
677,171,0,8,0,5,4,500,0,10,1200,0,"Non-fixed","Non-fixed",6,"Incentivized die"
677,171,0,8,0,5,6,500,0,10,1200,0,"Non-fixed","Non-fixed",6,"Incentivized die"
677,171,0,8,0,5,2,500,0,10,1200,0,"Non-fixed","Non-fixed",6,"Incentivized die"
677,170,0,4,0,5,9,500,0,10,600,0,"Non-fixed","Non-fixed",6,"Incentivized die"
678,170,1,10,0.133333340287209,4,5,500,0,10,1500,0,"Non-fixed","Non-fixed",5,"Incentivized die"
678,171,1,8,0.16666667163372,4,4,500,0,10,1200,0,"Non-fixed","Non-fixed",5,"Incentivized die"
678,169,1,4,0.666666686534882,4,10,500,0,10,600,0,"Non-fixed","Non-fixed",5,"Incentivized die"
678,170,1,8,0.25,4,7,500,0,10,1200,0,"Non-fixed","Non-fixed",5,"Incentivized die"
678,170,0,5,0,4,1,500,0,10,750,0,"Non-fixed","Non-fixed",5,"Incentivized die"
678,170,1,7,0.238095238804817,4,8,500,0,10,1050,0,"Non-fixed","Non-fixed",5,"Incentivized die"
678,169,0,8,0,4,2,500,0,10,1200,0,"Non-fixed","Non-fixed",5,"Incentivized die"
678,171,1,10,0.200000002980232,4,9,500,0,10,1500,0,"Non-fixed","Non-fixed",5,"Incentivized die"
678,169,1,9,0.0740740746259689,4,3,500,0,10,1350,0,"Non-fixed","Non-fixed",5,"Incentivized die"
678,169,1,8,0.25,4,6,500,0,10,1200,0,"Non-fixed","Non-fixed",5,"Incentivized die"
679,170,1,9,0.740740716457367,7,8,500,0,10,1350,0,"Non-fixed","Non-fixed",6,"Incentivized die"
679,171,1,10,0.966666638851166,7,3,500,0,10,1500,0,"Non-fixed","Non-fixed",6,"Incentivized die"
679,171,1,12,0.98888885974884,7,10,500,0,10,1800,0,"Non-fixed","Non-fixed",6,"Incentivized die"
679,170,1,12,0.983333349227905,7,7,500,0,10,1800,0,"Non-fixed","Non-fixed",6,"Incentivized die"
679,171,1,9,0.740740716457367,7,5,500,0,10,1350,0,"Non-fixed","Non-fixed",6,"Incentivized die"
679,170,1,12,0.98888885974884,7,6,500,0,10,1800,0,"Non-fixed","Non-fixed",6,"Incentivized die"
679,171,1,9,0.962962985038757,7,2,500,0,10,1350,0,"Non-fixed","Non-fixed",6,"Incentivized die"
679,171,1,8,0.5,7,1,500,0,10,1200,0,"Non-fixed","Non-fixed",6,"Incentivized die"
679,169,1,11,0.60606062412262,7,4,500,0,10,1650,0,"Non-fixed","Non-fixed",6,"Incentivized die"
679,171,1,11,0.69696968793869,7,9,500,0,10,1650,0,"Non-fixed","Non-fixed",6,"Incentivized die"
680,169,1,5,0.973333358764648,10,2,400,0,10,750,0,"Non-fixed","Non-fixed",5,"Incentivized die"
680,171,1,7,0.990476191043854,10,5,400,0,10,1050,0,"Non-fixed","Non-fixed",5,"Incentivized die"
680,170,1,5,0.933333337306976,10,6,400,0,10,750,0,"Non-fixed","Non-fixed",5,"Incentivized die"
680,169,1,5,0.986666679382324,10,8,400,0,10,750,0,"Non-fixed","Non-fixed",5,"Incentivized die"
680,171,1,7,0.990476191043854,10,1,400,0,10,1050,0,"Non-fixed","Non-fixed",5,"Incentivized die"
680,169,1,8,0.916666686534882,10,10,400,0,10,1200,0,"Non-fixed","Non-fixed",5,"Incentivized die"
680,171,1,6,0.555555582046509,10,4,400,0,10,900,0,"Non-fixed","Non-fixed",5,"Incentivized die"
680,171,1,7,0.990476191043854,10,3,400,0,10,1050,0,"Non-fixed","Non-fixed",5,"Incentivized die"
680,169,1,8,0.916666686534882,10,9,400,0,10,1200,0,"Non-fixed","Non-fixed",5,"Incentivized die"
680,169,1,4,0.949999988079071,10,7,400,0,10,600,0,"Non-fixed","Non-fixed",5,"Incentivized die"
681,170,0,7,0,4,5,250,0,10,1050,0,"Non-fixed","Non-fixed",6,"Incentivized die"
